time, velx, angvely, angvelz, posx, posy, posz, torqx, torqy, torqz
1e-05, 3.98257192846609, 5055.27628109193, 0, 4.61006105246729e-05, 0, 0.00399995367738781, 0, 3.41425500299885e-05, 0
2e-05, 3.57450856068857, 5972.32118057105, 0, 8.21720677870359e-05, 0, 0.00399927564552833, 0, -2.85072372564287e-05, 0
3e-05, 4.06449978709223, -901.663880538483, 0, 0.000120994666103407, 0, 0.00399791812295429, 0, -2.47770418802613e-05, 0
4e-05, 3.37414628979846, 571.109016662311, 0, 0.000158831233375618, 0, 0.00399612957601799, 0, 2.59186424786514e-05, 0
5e-05, 2.89074835188741, 3455.48509405087, 0, 0.000189486864951609, 0, 0.00399404600520226, 0, 7.78995563771092e-06, 0
6e-05, 2.8975691037707, 664.631894580167, 0, 0.000218282999567639, 0, 0.00399230476763341, 0, -3.04116168991757e-05, 0
7e-05, 2.99558684874094, -1737.01995466546, 0, 0.000247849950151986, 0, 0.00398980403310361, 0, 4.8559240834191e-06, 0
8e-05, 2.42487622508526, 1560.2597342819, 0, 0.000275752704930533, 0, 0.00398665424844223, 0, 2.91296046997928e-05, 0
9e-05, 1.90183288453844, 3039.15032693555, 0, 0.000296349650835938, 0, 0.00398527901541638, 0, -2.61833178691258e-05, 0
0.0001, 2.49594031414362, -3321.12143668445, 0, 0.000318229578147215, 0, 0.0039860719457701, 0, -1.87971291360088e-05, 0
0.00011, 2.05839277910248, -988.124999587673, 0, 0.000342254868740229, 0, 0.00398650807289092, 0, 3.10208905707776e-05, 0
0.00012, 1.62982057112001, 1907.26540277929, 0, 0.000359389191355664, 0, 0.00398712080674133, 0, -8.75618606511619e-06, 0
0.00013, 2.4636829194889, -1479.65246237356, 0, 0.000379700822126141, 0, 0.00398628763695951, 0, -1.14882043258236e-05, 0
0.00014, 2.32346357082228, -218.852469981648, 0, 0.000404859354064862, 0, 0.00398413334404557, 0, 2.33344380070883e-05, 0
0.00015, 1.96771301656761, 2215.65228733344, 0, 0.000425425416408, 0, 0.00398092765492557, 0, -4.50640572135506e-06, 0
0.00016, 2.42653687673115, 560.07987563587, 0, 0.000447437135999146, 0, 0.00397671777803843, 0, -6.23633347052727e-06, 0
