my_atoms, my_time, my_x, my_y, my_z, my_vel_x, my_vel_y, my_vel_z, my_omega_x, my_omega_y, my_omega_z, my_tqx, my_tqy, my_tqz
1, 0.0065, 0, 0.0015, 0.00148874694925234, 0, 0, -0.000287736012585914, 0, 0, 0, 0, 0, 0
1, 0.0066, 0, 0.0015, 0.00148871877740222, 0, 0, -0.000275735684192455, 0, 0, 0, 0, 0, 0
1, 0.0067, 0, 0.0015, 0.00148869179477574, 0, 0, -0.000263955454082796, 0, 0, 0, 0, 0, 0
1, 0.0068, 0, 0.0015, 0.00148866597823561, 0, 0, -0.000252417406706979, 0, 0, 0, 0, 0, 0
1, 0.0069, 0, 0.0015, 0.0014886413025737, 0, 0, -0.000241140893073614, 0, 0, 0, 0, 0, 0
1, 0.007, 0, 0.0015, 0.0014886177407787, 0, 0, -0.000230142645109084, 0, 0, 0, 0, 0, 0
1, 0.0071, 0, 0.0015, 0.00148859526429215, 0, 0, -0.000219436894092067, 0, 0, 0, 0, 0, 0
1, 0.0072, 0, 0.0015, 0.00148857384325238, 0, 0, -0.000209035493490651, 0, 0, 0, 0, 0, 0
1, 0.0073, 0, 0.0015, 0.001488553446726, 0, 0, -0.00019894804604635, 0, 0, 0, 0, 0, 0
1, 0.0074, 0, 0.0015, 0.00148853404292644, 0, 0, -0.000189182034586999, 0, 0, 0, 0, 0, 0
1, 0.0075, 0, 0.0015, 0.00148851559941928, 0, 0, -0.0001797429558017, 0, 0, 0, 0, 0, 0
1, 0.0076, 0, 0.0015, 0.00148849808331408, 0, 0, -0.000170634456045532, 0, 0, 0, 0, 0, 0
1, 0.0077, 0, 0.0015, 0.0014884814614426, 0, 0, -0.000161858468152598, 0, 0, 0, 0, 0, 0
1, 0.0078, 0, 0.0015, 0.00148846570052327, 0, 0, -0.000153415348201821, 0, 0, 0, 0, 0, 0
1, 0.0079, 0, 0.0015, 0.00148845076731209, 0, 0, -0.000145304011188841, 0, 0, 0, 0, 0, 0
1, 0.008, 0, 0.0015, 0.00148843662874005, 0, 0, -0.000137522064610058, 0, 0, 0, 0, 0, 0
1, 0.0081, 0, 0.0015, 0.00148842325203731, 0, 0, -0.000130065939033225, 0, 0, 0, 0, 0, 0
1, 0.0082, 0, 0.0015, 0.00148841060484451, 0, 0, -0.000122931014818773, 0, 0, 0, 0, 0, 0
1, 0.0083, 0, 0.0015, 0.00148839865531167, 0, 0, -0.000116111744262293, 0, 0, 0, 0, 0, 0
1, 0.0084, 0, 0.0015, 0.00148838737218506, 0, 0, -0.000109601768537314, 0, 0, 0, 0, 0, 0
1, 0.0085, 0, 0.0015, 0.00148837672488277, 0, 0, -0.000103394028926659, 0, 0, 0, 0, 0, 0
1, 0.0086, 0, 0.0015, 0.00148836668355932, 0, 0, -9.74808719438245e-05, 0, 0, 0, 0, 0, 0
1, 0.0087, 0, 0.0015, 0.00148835721916018, 0, 0, -9.18541480512764e-05, 0, 0, 0, 0, 0, 0
1, 0.0088, 0, 0.0015, 0.00148834830346671, 0, 0, -8.65053037817216e-05, 0, 0, 0, 0, 0, 0
1, 0.0089, 0, 0.0015, 0.00148833990913225, 0, 0, -8.14254671608287e-05, 0, 0, 0, 0, 0, 0
1, 0.009, 0, 0.0015, 0.00148833200970991, 0, 0, -7.66055264164221e-05, 0, 0, 0, 0, 0, 0
1, 0.0091, 0, 0.0015, 0.00148832457967298, 0, 0, -7.2036202029004e-05, 0, 0, 0, 0, 0, 0
1, 0.0092, 0, 0.0015, 0.00148831759442832, 0, 0, -6.77081122494964e-05, 0, 0, 0, 0, 0, 0
1, 0.0093, 0, 0.0015, 0.00148831103032356, 0, 0, -6.36118322582832e-05, 0, 0, 0, 0, 0, 0
1, 0.0094, 0, 0.0015, 0.00148830486464877, 0, 0, -5.97379471922299e-05, 0, 0, 0, 0, 0, 0
1, 0.0095, 0, 0.0015, 0.001488299075633, 0, 0, -5.60770993007608e-05, 0, 0, 0, 0, 0, 0
1, 0.0096, 0, 0.0015, 0.00148829364243647, 0, 0, -5.26200295229081e-05, 0, 0, 0, 0, 0, 0
1, 0.0097, 0, 0.0015, 0.00148828854513882, 0, 0, -4.93576137959107e-05, 0, 0, 0, 0, 0, 0
1, 0.0098, 0, 0.0015, 0.00148828376472405, 0, 0, -4.6280894424401e-05, 0, 0, 0, 0, 0, 0
1, 0.0099, 0, 0.0015, 0.00148827928306246, 0, 0, -4.33811068469969e-05, 0, 0, 0, 0, 0, 0
1, 0.01, 0, 0.0015, 0.00148827508289019, 0, 0, -4.06497021384432e-05, 0, 0, 0, 0, 0, 0
1, 0.0101, 5.4303994422992e-10, 0.0015, 0.001488271837966, -1.57257997830397e-06, 0, -2.48009238621288e-05, 0, 0.000531922183386954, 0, 0, -6.53229142759851e-10, 0
1, 0.0102, 5.85099646985262e-10, 0.0015, 0.00148827002165087, 1.48183752956226e-06, 0, -1.19868611289138e-05, 0, 0.00025737390152317, 0, 0, -4.43316874605568e-10, 0
1, 0.0103, 6.06747702247467e-10, 0.0015, 0.00148826935620664, 1.84794168372182e-06, 0, -1.70701667056783e-06, 0, 0.000275933960700922, 0, 0, 2.43615354385978e-08, 0
1, 0.0104, 6.36191825486752e-10, 0.0015, 0.00148826958410701, 2.78083569526933e-07, 0, 5.54280395696213e-06, 0, 0.000490415100897788, 0, 0, -2.81095797565192e-09, 0
1, 0.0105, 6.89116012880139e-10, 0.0015, 0.00148827034155145, -4.32460605389643e-07, 0, 9.12312018686689e-06, 0, 3.94483023840651e-05, 0, 0, -1.83148399955801e-09, 0
1, 0.0106, 7.36996006137689e-10, 0.0015, 0.00148827133319245, 6.47243018985906e-08, 0, 1.04208882796074e-05, 0, 0.000187021035094177, 0, 0, -1.27213365918035e-09, 0
1, 0.0107, 7.7767300001655e-10, 0.0015, 0.00148827238168038, 5.87397564152318e-07, 0, 1.03860829557692e-05, 0, 3.44823616020176e-05, 0, 0, -1.33190126674276e-09, 0
1, 0.0108, 8.17226431135468e-10, 0.0015, 0.00148827338660186, 6.40102675617459e-07, 0, 9.6296078726484e-06, 0, 0.000228994905875518, 0, 0, -1.58380863436733e-09, 0
1, 0.0109, 8.58268392306341e-10, 0.0015, 0.00148827429648561, 5.00863098059137e-07, 0, 8.53470528744349e-06, 0, 0.000198026829124226, 0, 0, -1.68062460587577e-09, 0
1, 0.011, 9.00854341878019e-10, 0.0015, 0.00148827509011248, 3.74608469411317e-07, 0, 7.33367103573216e-06, 0, 0.000176758487689993, 0, 0, -1.6328343467203e-09, 0
1, 0.0111, 9.43910816846918e-10, 0.0015, 0.00148827576420946, 3.72981294782926e-07, 0, 6.16027010649842e-06, 0, 0.000583836993304253, 0, 0, -1.59491667988371e-09, 0
1, 0.0112, 9.86366497626163e-10, 0.0015, 0.00148827632548755, 3.99218596098204e-07, 0, 5.08522279203312e-06, 0, 0.000272588524584806, 0, 0, -1.5698248261409e-09, 0
1, 0.0113, 1.02856025124646e-09, 0.0015, 0.00148827678560592, 4.42378561745199e-07, 0, 4.13996841644082e-06, 0, 0.000538663858620319, 0, 0, -1.58424433743266e-09, 0
1, 0.0114, 1.07043010872728e-09, 0.0015, 0.00148827715808411, 4.38661067007384e-07, 0, 3.33236952061657e-06, 0, 0.000198789310750686, 0, 0, -1.59923092637745e-09, 0
1, 0.0115, 1.11255981470137e-09, 0.0015, 0.00148827745649212, 4.20468732166878e-07, 0, 2.65692016658875e-06, 0, 0.000487819041945423, 0, 0, -1.61460794754484e-09, 0
1, 0.0116, 1.15489353392104e-09, 0.0015, 0.00148827769346349, 4.02010198697827e-07, 0, 2.10124231263511e-06, 0, 9.85587285969543e-05, 0, 0, -1.58773993471117e-09, 0
1, 0.0117, 1.1972227343859e-09, 0.0015, 0.0014882778802256, 4.08165602634984e-07, 0, 1.65010363511046e-06, 0, 0.000281542136011696, 0, 0, -1.5903965352659e-09, 0
1, 0.0118, 1.2394093318999e-09, 0.0015, 0.00148827802644444, 4.18492543673143e-07, 0, 1.28780315942602e-06, 0, 0.00043163320180834, 0, 0, -1.59499115040381e-09, 0
1, 0.0119, 1.28167267066649e-09, 0.0015, 0.00148827814025109, 4.37180505975263e-07, 0, 9.99500633167018e-07, 0, 0.000546209070333074, 0, 0, -1.59360705674524e-09, 0
1, 0.012, 1.32356080978963e-09, 0.0015, 0.00148827822836522, 4.40656862797968e-07, 0, 7.71877576739743e-07, 0, 2.43643663688621e-05, 0, 0, -1.59084127493593e-09, 0
1, 0.0121, 1.36561129549613e-09, 0.0015, 0.0014882782962624, 4.20099248640955e-07, 0, 5.93388306496035e-07, 0, 0.000171949467413538, 0, 0, -1.61403547267758e-09, 0
1, 0.0122, 1.4080199534498e-09, 0.0015, 0.0014882783483534, 4.07416849667782e-07, 0, 4.54270362664348e-07, 0, 0.000294948718348224, 0, 0, -1.60957613656545e-09, 0
1, 0.0123, 1.45017798617352e-09, 0.0015, 0.0014882783881572, 4.21709052416427e-07, 0, 3.46423501277689e-07, 0, 0.00036402175063658, 0, 0, -1.60898212515859e-09, 0
1, 0.0124, 1.49243616654668e-09, 0.0015, 0.00148827841845833, 4.18495649919803e-07, 0, 2.63225880926163e-07, 0, 0.000454947813360037, 0, 0, -1.61589302869685e-09, 0
1, 0.0125, 1.53464804114081e-09, 0.0015, 0.00148827844144455, 4.1376511066676e-07, 0, 1.9932918675538e-07, 0, 0.000542747210457783, 0, 0, -1.61422510404948e-09, 0
1, 0.0126, 1.57696539715673e-09, 0.0015, 0.001488278458824, 4.03658574932812e-07, 0, 1.50456864200065e-07, 0, -8.95931704386539e-06, 0, 0, -1.56279174821348e-09, 0
1, 0.0127, 1.61934459046356e-09, 0.0015, 0.00148827847192292, 4.1913090716268e-07, 0, 1.13218381222083e-07, 0, 3.74948655337285e-05, 0, 0, -1.56668133270408e-09, 0
1, 0.0128, 1.66146412685094e-09, 0.0015, 0.00148827848176588, 4.34949838263137e-07, 0, 8.49453896605041e-08, 0, 8.07521500937907e-05, 0, 0, -1.5727232135373e-09, 0
1, 0.0129, 1.70359278007106e-09, 0.0015, 0.00148827848914079, 4.29623640215307e-07, 0, 6.3551420281607e-08, 0, 0.000157101983521768, 0, 0, -1.59841845136568e-09, 0
1, 0.013, 1.74582068470349e-09, 0.0015, 0.00148827849465099, 4.09426192109733e-07, 0, 4.74143186751439e-08, 0, 0.000256603021839154, 0, 0, -1.60059623309037e-09, 0
1, 0.0131, 1.78790887380811e-09, 0.0015, 0.00148827849875673, 4.3144380322919e-07, 0, 3.52794041632948e-08, 0, 0.00028485001591479, 0, 0, -1.60113120125951e-09, 0
1, 0.0132, 1.82977910611471e-09, 0.0015, 0.00148827850180783, 4.19077351267351e-07, 0, 2.61807593721684e-08, 0, 0.000369291791891202, 0, 0, -1.62153772869296e-09, 0
1, 0.0133, 1.87202316515945e-09, 0.0015, 0.00148827850406922, 4.25531840105816e-07, 0, 1.9377952933311e-08, 0, 0.000421816306594007, 0, 0, -1.62367572666078e-09, 0
1, 0.0134, 1.91436658919487e-09, 0.0015, 0.00148827850574095, 4.23255295551256e-07, 0, 1.43056467947983e-08, 0, 0.00048832945039434, 0, 0, -1.6201244823415e-09, 0
1, 0.0135, 1.95673374267697e-09, 0.0015, 0.00148827850697358, 4.19916018849209e-07, 0, 1.0533786186306e-08, 0, 0.000556226438519368, 0, 0, -1.61868692044971e-09, 0
1, 0.0136, 1.99911421024671e-09, 0.0015, 0.0014882785078801, 4.17042078266978e-07, 0, 7.73635363702629e-09, 0, 0.000301034463748586, 0, 0, 2.46447493585823e-08, 0
1, 0.0137, 2.04149859442425e-09, 0.0015, 0.00148827850854505, 4.15369948039789e-07, 0, 5.66701955838708e-09, 0, 4.36338383047658e-05, 0, 0, -1.58632613601595e-09, 0
1, 0.0138, 2.08387604483129e-09, 0.0015, 0.00148827850903153, 4.13978086732064e-07, 0, 4.14023806058243e-09, 0, 0.000107640603814412, 0, 0, -1.59566549219836e-09, 0
1, 0.0139, 2.12624086345745e-09, 0.0015, 0.0014882785093865, 4.12154755731613e-07, 0, 3.01666818252672e-09, 0, 0.000172245759155706, 0, 0, -1.59789154885856e-09, 0
1, 0.014, 2.16858744887945e-09, 0.0015, 0.0014882785096448, 4.1144209487033e-07, 0, 2.1919659995129e-09, 0, 0.000234919621953094, 0, 0, -1.60161839919202e-09, 0
1, 0.0141, 2.21091099750475e-09, 0.0015, 0.00148827850983224, 4.10872651757731e-07, 0, 1.58821427978842e-09, 0, 0.000297291096342095, 0, 0, -1.60746469747465e-09, 0
1, 0.0142, 2.25320951564852e-09, 0.0015, 0.00148827850996786, 4.10104887181536e-07, 0, 1.14738864211141e-09, 0, 0.000359944158197947, 0, 0, -1.60689948071031e-09, 0
1, 0.0143, 2.29548019957784e-09, 0.0015, 0.0014882785100657, 4.09869164490126e-07, 0, 8.26390348041292e-10, 0, 0.000421678895331611, 0, 0, -1.60859637733111e-09, 0
1, 0.0144, 2.33772138700559e-09, 0.0015, 0.00148827851013606, 4.10136995331444e-07, 0, 5.93294224919465e-10, 0, 0.000482551939963789, 0, 0, -1.60421358785007e-09, 0
1, 0.0145, 2.37993031003565e-09, 0.0015, 0.00148827851018649, 4.11119813614214e-07, 0, 4.24512284087692e-10, 0, 0.000542219178271645, 0, 0, -1.60273690286487e-09, 0
1, 0.0146, 2.42210551314665e-09, 0.0015, 0.00148827851022252, 4.13277189909214e-07, 0, 3.02660303702707e-10, 0, 0.000277890636025191, 0, 0, 2.46669316276309e-08, 0
1, 0.0147, 2.46424460206293e-09, 0.0015, 0.00148827851024816, 4.1615992707145e-07, 0, 2.1495974010424e-10, 0, 1.2347869857552e-05, 0, 0, -1.56148214112932e-09, 0
1, 0.0148, 2.5063465617814e-09, 0.0015, 0.00148827851026633, 4.20028441568446e-07, 0, 1.52043448582571e-10, 0, 6.71934143048543e-05, 0, 0, -1.57067313690647e-09, 0
1, 0.0149, 2.54841040335015e-09, 0.0015, 0.00148827851027916, 4.23257296915347e-07, 0, 1.07061600985047e-10, 0, 0.000123095647037021, 0, 0, -1.57573731656844e-09, 0
1, 0.015, 2.59043588992474e-09, 0.0015, 0.00148827851028818, 4.26760536258927e-07, 0, 7.50183078447289e-11, 0, 0.000178538575738039, 0, 0, -1.58501620401225e-09, 0
1, 0.0151, 2.63242359466258e-09, 0.0015, 0.00148827851029447, 4.29250526838431e-07, 0, 5.22803891482279e-11, 0, 0.000235660932411158, 0, 0, -1.59001802241765e-09, 0
1, 0.0152, 2.6743741202605e-09, 0.0015, 0.00148827851029885, 4.31328578721805e-07, 0, 3.62132413251844e-11, 0, 0.000293465219747482, 0, 0, -1.59890069571129e-09, 0
1, 0.0153, 2.71628922250952e-09, 0.0015, 0.00148827851030188, 4.32223916968319e-07, 0, 2.49114466208709e-11, 0, 0.000353231600665734, 0, 0, -1.60275695975223e-09, 0
1, 0.0154, 2.7581699104956e-09, 0.0015, 0.00148827851030395, 4.32368962837819e-07, 0, 1.70019641815154e-11, 0, 0.000414242590549026, 0, 0, -1.60965953015444e-09, 0
1, 0.0155, 2.80001824493366e-09, 0.0015, 0.00148827851030536, 4.31618448992815e-07, 0, 1.14964302901019e-11, 0, 0.000476739644755669, 0, 0, -1.61052874817225e-09, 0
1, 0.0156, 2.84183486747784e-09, 0.0015, 0.00148827851030631, 4.30272288659667e-07, 0, 7.68954830899733e-12, 0, 0.000540225067238966, 0, 0, -1.6135764823298e-09, 0
1, 0.0157, 2.88362113874666e-09, 0.0015, 0.00148827851030694, 4.29077373645981e-07, 0, 5.07290299848043e-12, 0, 0.000281426916094294, 0, 0, 2.4652994596306e-08, 0
1, 0.0158, 2.92537651718526e-09, 0.0015, 0.00148827851030737, 4.28437056778667e-07, 0, 3.29280572107727e-12, 0, 2.17078009220695e-05, 0, 0, -1.58501807800625e-09, 0
1, 0.0159, 2.96744594645003e-09, 0.0015, 0.00148827851030759, 4.32084425137864e-07, 0, 2.09646898575539e-12, 0, 7.69024287937946e-05, 0, 0, -1.5971172300711e-09, 0
1, 0.016, 3.00987172794904e-09, 0.0015, 0.00148827851030781, 4.29271835870119e-07, 0, 1.29118974966785e-12, 0, 0.000142821471501668, 0, 0, -1.60346456810129e-09, 0
1, 0.0161, 3.05224727153319e-09, 0.0015, 0.00148827851030788, 4.24744830656699e-07, 0, 7.4045182547564e-13, 0, 0.000211586635489253, 0, 0, -1.60934491630037e-09, 0
1, 0.0162, 3.09460104870177e-09, 0.0015, 0.00148827851030788, 4.22011636563613e-07, 0, 4.35063066229395e-13, 0, 0.00027737372367902, 0, 0, -1.61400180667704e-09, 0
1, 0.0163, 3.13692764959557e-09, 0.0015, 0.00148827851030788, 4.18484877283958e-07, 0, 2.69124418653928e-13, 0, 0.000344478212063108, 0, 0, -1.61946119405095e-09, 0
1, 0.0164, 3.17922682149085e-09, 0.0015, 0.00148827851030788, 4.15075267118656e-07, 0, 1.78958575346575e-13, 0, 0.000411388192617614, 0, 0, -1.61721016975557e-09, 0
1, 0.0165, 3.2214980679531e-09, 0.0015, 0.00148827851030788, 4.12613383889116e-07, 0, 1.29965293771106e-13, 0, 0.000476724787768875, 0, 0, -1.61574016186539e-09, 0
1, 0.0166, 3.2637399236805e-09, 0.0015, 0.00148827851030788, 4.10279519648721e-07, 0, 1.03343882302791e-13, 0, 0.000541848845041558, 0, 0, -1.61561707076455e-09, 0
1, 0.0167, 3.30595235367231e-09, 0.0015, 0.00148827851030788, 4.09018273236005e-07, 0, 8.88786458964727e-14, 0, 0.000283160051797083, 0, 0, 2.46545524776952e-08, 0
1, 0.0168, 3.34813312855031e-09, 0.0015, 0.00148827851030788, 4.09267658086457e-07, 0, 8.10186914012561e-14, 0, 2.19633749817196e-05, 0, 0, -1.57994947619657e-09, 0
1, 0.0169, 3.39028200106507e-09, 0.0015, 0.00148827851030788, 4.08685081714979e-07, 0, 7.67478382340014e-14, 0, 8.41800168734332e-05, 0, 0, -1.58514241032266e-09, 0
1, 0.017, 3.43239875954982e-09, 0.0015, 0.00148827851030788, 4.08875570835078e-07, 0, 7.44271914378186e-14, 0, 0.00014511324986393, 0, 0, -1.59242267629591e-09, 0
1, 0.0171, 3.47448271004911e-09, 0.0015, 0.00148827851030788, 4.08952150892543e-07, 0, 7.31662266212001e-14, 0, 0.000206235589213362, 0, 0, -1.5936709157412e-09, 0
1, 0.0172, 3.51653250220653e-09, 0.0015, 0.00148827851030788, 4.10041535565807e-07, 0, 7.24810569871064e-14, 0, 0.000265676516022946, 0, 0, -1.59759749601193e-09, 0
1, 0.0173, 3.55854719075719e-09, 0.0015, 0.00148827851030788, 4.11460386591557e-07, 0, 7.21087576890465e-14, 0, 0.000324570477618213, 0, 0, -1.59613070550812e-09, 0
1, 0.0174, 3.60052500080084e-09, 0.0015, 0.00148827851030788, 4.13753703691142e-07, 0, 7.19064630319473e-14, 0, 0.000382012690176825, 0, 0, -1.59819433980074e-09, 0
1, 0.0175, 3.64246534714262e-09, 0.0015, 0.00148827851030788, 4.16402057721701e-07, 0, 7.17965426019823e-14, 0, 0.000438865486468843, 0, 0, -1.59558298818973e-09, 0
1, 0.0176, 3.68436689700654e-09, 0.0015, 0.00148827851030788, 4.19379516027704e-07, 0, 7.1736814213121e-14, 0, 0.000495171918727308, 0, 0, -1.59716717218296e-09, 0
1, 0.0177, 3.72622998141389e-09, 0.0015, 0.00148827851030788, 4.22410363555431e-07, 0, 7.17043592800516e-14, 0, 0.000551389716608922, 0, 0, -1.5944261705557e-09, 0
1, 0.0178, 3.76805430913108e-09, 0.0015, 0.00148827851030788, 4.25316032346963e-07, 0, 7.16867245523283e-14, 0, 0.000285783195152885, 0, 0, 2.46668755535762e-08, 0
1, 0.0179, 3.80984106933455e-09, 0.0015, 0.00148827851030788, 4.28568480958746e-07, 0, 7.1677142219559e-14, 0, 1.96009655363449e-05, 0, 0, -1.57001114798177e-09, 0
