my_atoms, my_time, my_x, my_y, my_z, my_vel_x, my_vel_y, my_vel_z, my_omega_x, my_omega_y, my_omega_z, my_tqx, my_tqy, my_tqz
1, 0.018, 3.85159123051135e-09, 0.0015, 0.00148827851030788, 4.30137075961104e-07, 0, 7.16719364016804e-14, 0, 7.8246328853424e-05, 0, 0, -1.57914806506712e-09, 0
1, 0.0181, 3.89373160988522e-09, 0.0015, 0.00148827851030788, 4.40247940358134e-07, 0, 7.16691074247318e-14, 0, 0.00012271020324684, 0, 0, -1.58693193143457e-09, 0
1, 0.0182, 3.93611165627068e-09, 0.0015, 0.00148827851030788, 4.36797696328934e-07, 0, 7.16675691736614e-14, 0, 0.000189687615909898, 0, 0, -1.60030210016487e-09, 0
1, 0.0183, 3.97846767794896e-09, 0.0015, 0.00148827851030788, 4.36534367860268e-07, 0, 7.16667394213118e-14, 0, 0.000251374255637348, 0, 0, -1.60447901185895e-09, 0
1, 0.0184, 4.0207959377991e-09, 0.0015, 0.00148827851030788, 4.34963252939544e-07, 0, 7.16662882589184e-14, 0, 0.000315232023226243, 0, 0, -1.60971053879961e-09, 0
1, 0.0185, 4.06309150592554e-09, 0.0015, 0.00148827851030788, 4.32812537457615e-07, 0, 7.16660486725129e-14, 0, 0.000380052017427067, 0, 0, -1.61740038221979e-09, 0
1, 0.0186, 4.10535952300812e-09, 0.0015, 0.00148827851030788, 4.29958808381827e-07, 0, 7.16658988842101e-14, 0, 0.000446039122969526, 0, 0, -1.61753445995924e-09, 0
1, 0.0187, 4.14759899581917e-09, 0.0015, 0.00148827851030788, 4.27044644182501e-07, 0, 7.16658631596998e-14, 0, 0.000512126560168003, 0, 0, -1.61878340680744e-09, 0
1, 0.0188, 4.18981077958789e-09, 0.0015, 0.00148827851030788, 4.23362576854285e-07, 0, 7.16658631596998e-14, 0, 0.000579488835376499, 0, 0, -1.62098716854576e-09, 0
1, 0.0189, 4.23199619142968e-09, 0.0015, 0.00148827851030788, 4.20624604785759e-07, 0, 7.16658631596998e-14, 0, 1.2194955678962e-06, 0, 0, -1.58379065658343e-09, 0
1, 0.019, 4.27415409424455e-09, 0.0015, 0.00148827851030788, 4.18131450205339e-07, 0, 7.16658631596998e-14, 0, 6.66079916570207e-05, 0, 0, -1.5955137576235e-09, 0
1, 0.0191, 4.31628497377545e-09, 0.0015, 0.00148827851030788, 4.14797254917727e-07, 0, 7.16658631596998e-14, 0, 0.000133392745452586, 0, 0, -1.59953944958124e-09, 0
1, 0.0192, 4.35838828561261e-09, 0.0015, 0.00148827851030788, 4.12494882554956e-07, 0, 7.16658631596998e-14, 0, 0.000198464513541071, 0, 0, -1.60422437418342e-09, 0
1, 0.0193, 4.40046244037891e-09, 0.0015, 0.00148827851030788, 4.1046963768233e-07, 0, 7.16658631596998e-14, 0, 0.000263076207116547, 0, 0, -1.61016317363126e-09, 0
1, 0.0194, 4.44250744356875e-09, 0.0015, 0.00148827851030788, 4.08469427280341e-07, 0, 7.16658631596998e-14, 0, 0.000327646339597238, 0, 0, -1.60893132772176e-09, 0
1, 0.0195, 4.48452162857496e-09, 0.0015, 0.00148827851030788, 4.07532296326442e-07, 0, 7.16658631596998e-14, 0, 0.000390451595705991, 0, 0, -1.60934869566393e-09, 0
1, 0.0196, 4.52650384249572e-09, 0.0015, 0.00148827851030788, 4.06637656903783e-07, 0, 7.16658631596998e-14, 0, 0.000453186309298259, 0, 0, -1.61191456685327e-09, 0
1, 0.0197, 4.56845450844327e-09, 0.0015, 0.00148827851030788, 4.05946413548728e-07, 0, 7.16658631596998e-14, 0, 0.000515583353947253, 0, 0, -1.60801734311607e-09, 0
1, 0.0198, 4.61037240391371e-09, 0.0015, 0.00148827851030788, 4.05666206799195e-07, 0, 7.16658631596998e-14, 0, 0.000577298014232227, 0, 0, -1.60646026592728e-09, 0
1, 0.0199, 4.65225701511951e-09, 0.0015, 0.00148827851030788, 4.0707940077253e-07, 0, 7.16658631596998e-14, 0, -7.86290350727418e-06, 0, 0, -1.56751010084848e-09, 0
1, 0.02, 4.69410655825582e-09, 0.0015, 0.00148827851030788, 4.08622009497862e-07, 0, 7.16658631596998e-14, 0, 5.08256010489237e-05, 0, 0, -1.57134972807908e-09, 0
