time, angvelx, angvely, angvelz, posx, posy, posz, torqx, torqy, torqz
1e-05, 0, 5.05500718418189, 0, 4.61024566816575e-05, 0, 3.99999999995373, 0, 34152117966484.8, 0
2e-05, 0, 5.98294158568181, 0, 8.21974538608861e-05, 0, 3.99999999927502, 0, -28445980569163.9, 0
3e-05, 0, -0.896327615229667, 0, 0.000121061724585804, 0, 3.99999999791571, 0, -24878208821860.5, 0
4e-05, 0, 0.565666977801739, 0, 0.000158995433484132, 0, 3.99999999612242, 0, 26015301900774.2, 0
5e-05, 0, 3.46973831358931, 0, 0.000189785657311726, 0, 3.99999999402898, 0, 7846230441208.22, 0
6e-05, 0, 0.675076868556149, 0, 0.000218667940986122, 0, 3.99999999228027, 0, -30498061922094.9, 0
7e-05, 0, -1.73550239740539, 0, 0.000248407470287622, 0, 3.99999998976045, 0, 4906999788934.02, 0
8e-05, 0, 1.56832222849915, 0, 0.000276568852762395, 0, 3.99999998657741, 0, 29186750839619, 0
9e-05, 0, 3.05618533774899, 0, 0.000297221589171282, 0, 4.00000101178138, 0, -26290498733573.2, 0
0.0001, 0, -3.35457241787889, 0, 0.000318834374254281, 0, 4.00000330357858, 0, -19094520125180.9, 0
0.00011, 0, -1.03024826749181, 0, 0.000342630001638139, 0, 4.00000446398849, 0, 31326437707247.9, 0
0.00012, 0, 1.9047675989195, 0, 0.000359498321575575, 0, 4.00000519430453, 0, -8783432184517, 0
0.00013, 0, -1.53720334397951, 0, 0.000379727094175235, 0, 4.00000521327043, 0, -11868292391374.3, 0
0.00014, 0, -0.240414246882775, 0, 0.00040502460804252, 0, 4.00000461925168, 0, 23757295519553.4, 0
0.00015, 0, 2.16653952041206, 0, 0.000425878225226506, 0, 4.00000305338187, 0, -5101378853339.49, 0
0.00016, 0, 0.448799994776021, 0, 0.000448385729684989, 0, 4.00000150688814, 0, -2610655209387.17, 0
0.00017, 0, 0.532402845141215, 0, 0.000472714270736702, 0, 4.00000077891311, 0, 6229781032417.35, 0
0.00018, 0, 0.777559388184542, 0, 0.000495012874950875, 0, 4.00000079983967, 0, -9594415270956.98, 0
