time, vx1, vy1, vz1, px1, py1, pz1, fx1, fy1, fz1, vx2, vy2, vz2, px2, py2, pz2, fx2, fy2, fz2, top_Fx, top_Fy, top_Fz, top_pz
20, 0, 0, 0, 0.842052335551081, 0.412012706847342, 0.620945518938754, 0, 0, 0, -0.015225632686527, 0.0044026856285621, -0.0878675854684569, 66.8094437062888, 98.3994930657716, 196.987902936783, 32.3593240622112, 29.429189750287, 199.853244981827, -4813.89907222436, -2991.00754554298, 205075.989425111, -1.99999999999981
40, 0, 0, 0, 0.842052335551081, 0.412012706847342, 0.620945518938754, 0, 0, 0, -0.00350324440737466, -0.0156768538854711, -0.0919642128412352, 66.7785631679993, 98.3316358655801, 195.015723255449, -30.8944111818984, -113.410098128547, 44.7856049837202, -11364.9684124287, 556.985010456087, 164728.428493046, -3.99999999999959
60, 0, 0, 0, 0.842052335551081, 0.412012706847342, 0.620945518938754, 0, 0, 0, -0.00275165249879441, 0.000341929337039928, -0.10090642769711, 66.6779393137345, 98.2699532244298, 193.017551066233, 15.2435640172953, 42.1354178816308, -16.5176646106926, -11616.7909447215, -1902.79676824413, 185286.124787256, -6.00000000000381
80, 0, 0, 0, 0.842052335551081, 0.412012706847342, 0.620945518938754, 0, 0, 0, -0.00444988356162404, 0.0026894110047978, -0.0997281011286555, 66.5922615914196, 98.29623037047, 191.012742208509, 17.0642555671289, -11.4353495666969, -7.2261807379615, -19282.542629056, -1950.64070532249, 197982.314353871, -8.00000000000803
100, 0, 0, 0, 0.842052335551081, 0.412012706847342, 0.620945518938754, 0, 0, 0, -0.00398418747563628, 0.00262645852724263, -0.100107624403981, 66.4955113990271, 98.3616349697295, 189.007340875767, 6.69335468211561, -5.92038635446356, 11.5333311533126, -30343.4430638245, -4846.60484227166, 159460.100258844, -10.0000000000034
120, 0, 0, 0, 0.842052335551081, 0.412012706847342, 0.620945518938754, 0, 0, 0, -0.000137159437748193, 0.000444458801331417, -0.100070978769276, 66.4594834196019, 98.3975396480225, 187.006514953213, -8.383973537405, -17.454024191234, -1.51945913479935, -27879.70999252, -7175.67174547965, 162319.890981969, -11.9999999999987
140, 0, 0, 0, 0.842052335551081, 0.412012706847342, 0.620945518938754, 0, 0, 0, -0.00326415840417722, -0.00196030362801049, -0.100613059386959, 66.4431024359881, 98.376482264834, 185.00130017508, -0.0274278572052298, 19.9408661556484, 12.7865533783803, -28833.6227268787, -5143.75500140144, 160773.188351952, -13.999999999994
160, 0, 0, 0, 0.842052335551081, 0.412012706847342, 0.620945518938754, 0, 0, 0, -0.022005735257935, -0.0023311081760521, -0.0968714620794061, 66.2103041623833, 98.3342204905058, 182.994597621676, -0.782923259560157, -3.76437376087473, 1.4184521693101, -31211.2756350436, -5569.80675634694, 166152.9011958, -15.9999999999894
180, 0, 0, 0, 0.842052335551081, 0.41201270684734, 0.620945518938754, 0, 0, 0, -0.0140632818168614, -0.00523757782846412, -0.100327341017014, 65.9122431716951, 98.2719592859917, 181.002079986327, -6.60524228213069, 15.7917837354472, -0.538306744170516, -28033.0853002278, -3186.20316041637, 158074.479388881, -17.9999999999847
200, 0, 0, 0, 0.842052335551081, 0.41201270684734, 0.620945518938754, 0, 0, 0, 0.00226018840910087, -0.000930456819784462, -0.100828543246116, 65.7020128894779, 98.1723073557356, 178.996542159327, 11.1060096156744, -18.0137989732468, -7.59103677027864, -26680.1145007154, -4171.40473062188, 151400.790758038, -19.9999999999801
220, 0, 0, 0, 0.842052335551081, 0.41201270684734, 0.620945518938754, 0, 0, 0, 0.00476685546793135, -0.000212065304472765, -0.102614457073099, 65.8680890009356, 98.1740797294259, 176.964845908249, -6.96517724399971, -5.19177573850965, -3.59435520544369, -26231.8510047764, -4470.99217909257, 139851.607356404, -21.9999999999754
240, 0, 0, 0, 0.842052335551081, 0.41201270684734, 0.620945518938754, 0, 0, 0, 0.00959858405850855, -7.71683815531249e-05, -0.0990963354318757, 65.9920803378564, 98.1789196969302, 174.946072905701, 1.46539583642768, 5.0281586201885, 0.76508592138453, -26018.4852354909, -6965.55695078368, 133460.624273292, -23.9999999999707
260, 0, 0, 0, 0.842052335551081, 0.41201270684734, 0.620945518938754, 0, 0, 0, 0.0131008741733657, -0.000535783516604281, -0.0997555958468966, 66.2254255799369, 98.1805021638426, 172.952664337253, 6.31841278812344, -4.82564885847642, 5.2194627078971, -24148.2856756355, -6558.82809704666, 138744.784158727, -25.9999999999661
280, 0, 0, 0, 0.842052335551081, 0.41201270684734, 0.620945518938754, 0, 0, 0, 0.0028367915069247, -0.00275892497150984, -0.101237451196275, 66.425131500291, 98.1502222303236, 171.001676389186, -17.2502948158497, -17.5929040060045, 7.01267208859439, -24149.6798232861, -6227.49276690421, 134962.75656965, -27.9999999999614
300, 0, 0, 0, 0.842052335551077, 0.41201270684734, 0.620945518938754, 0, 0, 0, -0.0004510786002837, -0.00378859498787797, -0.0997954830692933, 66.4364214457384, 98.0938036808762, 169.004968143192, -4.11926553993629, 16.6853932041873, 1.54598350089631, -25201.7366790008, -6614.95428012769, 133402.035962898, -29.9999999999568
320, 0, 0, 0, 0.842052335551077, 0.412012706847344, 0.620945518938754, 0, 0, 0, -0.00194949268635965, -0.000618516158194697, -0.100063963412396, 66.4092689216793, 98.0515979083815, 167.003866114813, 4.80629837252686, -11.3935048499506, -1.46472278568937, -25630.8781668516, -7414.6636498448, 140767.300544549, -31.9999999999521
340, 0, 0, 0, 0.842052335551077, 0.412012706847344, 0.620945518938754, 0, 0, 0, -0.00239356821581532, -0.00109108152028491, -0.0999564151642916, 66.3767806884916, 98.0424563561182, 165.005731394289, -6.57850590690336, 6.76215262285487, 3.91550517687116, -24930.1811640218, -7789.02839885178, 143020.860918281, -33.9999999999474
360, 0, 0, 0, 0.842052335551077, 0.412012706847344, 0.620945518938754, 0, 0, 0, -0.00172947616610803, -0.00243591201212947, -0.0997888830676334, 66.3349282693683, 98.0152409587686, 163.00713027307, 13.5254211779381, 5.50102535178443, -1.09839341515163, -23166.3130822258, -8825.81203095316, 145345.774947771, -35.9999999999428
380, 0, 0, 0, 0.842052335551077, 0.412012706847342, 0.620945518938754, 0, 0, 0, -0.00189910708302358, -0.000605031991170432, -0.100013873070989, 66.2965486202369, 97.9905180041637, 161.008916578147, -1.63833695336794, 15.7162673649237, 7.9865974673728, -24206.0831324534, -10796.2836455701, 145185.749463506, -37.9999999999381
400, 0, 0, 0, 0.842052335551077, 0.412012706847342, 0.620945518938754, 0, 0, 0, -0.00176286491301926, 0.00038477590532, -0.100026478338303, 66.2699775874168, 97.9930608017636, 159.01147429488, 2.37590858241127, 11.1877487683998, 1.37765737603763, -25457.8168808625, -11407.9529550527, 142020.054336781, -39.9999999999335
420, 0, 0, 0, 0.842052335551077, 0.412012706847342, 0.620945518938754, 0, 0, 0, -0.00176583133141167, 0.000480563126774133, -0.0997493580554703, 66.2279933223152, 98.0030453813181, 157.014706580269, -5.55849525080421, -17.6641570708549, -6.69803153047599, -25434.4087591703, -12398.5147903776, 138796.325416141, -41.9999999999288
