my_time, my_disp_z1, my_vel_z1, my_fz_z, topFz, out_strain2, out_stress2
0.017, -0.00145019237511348, -0.00117660509633493, 1.75685348966208e-07, 0.00153017568534897, 1.660254162884, 170.01952059433
0.018, -0.00144903644146138, -0.00113598380327349, 1.57921694214636e-07, 0.00162015792169421, 1.69878528462067, 180.017546854912
0.019, -0.00144791908455216, -0.00109933696731001, 1.42981732441936e-07, 0.00171014298173244, 1.736030514928, 190.01588685916
0.02, -0.00144683664829417, -0.00106605195239219, 1.3027162829287e-07, 0.00180013027162829, 1.77211172352767, 200.014474625366
0.021, -0.00144578602355982, -0.0010356413008793, 1.19349611093144e-07, 0.00189011934961109, 1.807132548006, 210.013261067899
0.022, -0.00144476453952152, -0.00100771153483138, 1.0988080188009e-07, 0.00198010988080188, 1.84118201594933, 220.012208977987
0.023, -0.00144376988136348, -0.000981940992643712, 1.01607126311212e-07, 0.00207010160712631, 1.874337287884, 230.011289680701
0.024, -0.00144280002691929, -0.000958063753934707, 9.43267748944321e-08, 0.00216009432677489, 1.906665769357, 240.010480752766
0.025, -0.00144185319715789, -0.00093585776681352, 8.78798627657225e-08, 0.00225008787986277, 1.93822676140367, 250.009764429197
0.026, -0.00144092781697907, -0.00091513593367091, 8.213822919826e-08, 0.0023400821382292, 1.96907276736434, 260.009126469911
0.027, -0.00144002248380388, -0.000895739321422141, 7.69980527917831e-08, 0.00243007699805279, 1.99925053987067, 270.008555339199
0.028, -0.00143913594214098, -0.000877531920338484, 7.23744168077203e-08, 0.00252007237441681, 2.028801928634, 280.008041601868
0.029, -0.00143826706279226, -0.000860396550508579, 6.81972576310058e-08, 0.00261006819725763, 2.05776457359134, 290.00757747307
0.03, -0.00143741482570131, -0.000844231629603711, 6.44083034840454e-08, 0.00270006440830348, 2.086172476623, 300.007156478164
0.031, -0.00143657830569231, -0.000828948595049641, 6.0958728387555e-08, 0.00279006095872839, 2.114056476923, 310.006773192043
0.032, -0.00143575666052422, -0.00081446982974197, 5.78073445847704e-08, 0.00288005780734458, 2.14144464919267, 320.006423038287
0.033, -0.00143494912081582, -0.000800726978127825, 5.49191900328823e-08, 0.00297005491919003, 2.16836263947267, 330.006102132226
0.034, -0.00143415498149516, -0.000787659569757486, 5.22644103329896e-08, 0.00306005226441033, 2.19483395016133, 340.005807156703
0.035, -0.00143337359449973, -0.000775213884630269, 4.98173766067325e-08, 0.00315004981737661, 2.22088018334233, 350.005535264068
0.036, -0.00143260436251076, -0.000763342012425043, 4.75559733953412e-08, 0.0032400475559734, 2.24652124964133, 360.005283997044
0.037, -0.00143184673354758, -0.000752001067703259, 4.54610302705501e-08, 0.00333004546103027, 2.271775548414, 370.005051225586
0.038, -0.00143110019628182, -0.000741152530680686, 4.35158512262362e-08, 0.00342004351585123, 2.29666012393933, 380.004835094581
0.039, -0.00143036427595751, -0.000730761691143203, 4.17058378886746e-08, 0.00351004170583789, 2.32119080141633, 390.004633981988
0.04, -0.00142963853082383, -0.000720797176644247, 4.00181726493455e-08, 0.00360004001817265, 2.34538230587233, 400.004446463628
0.041, -0.00142892254900375, -0.000711230550036364, 3.84415652695397e-08, 0.00369003844156527, 2.36924836654167, 410.00427128503
0.042, -0.0014282159457353, -0.000702035965390099, 3.69660294956796e-08, 0.0037800369660295, 2.39280180882333, 420.004107336611
0.043, -0.00142751836093221, -0.000693189871232236, 3.55827059171643e-08, 0.00387003558270592, 2.416054635593, 430.003953633991
0.044, -0.00142682945702032, -0.000684670755340785, 3.42837128877033e-08, 0.00396003428371289, 2.43901809932267, 440.003809301432
0.045, -0.00142614891701202, -0.000676458922366175, 3.30620135522569e-08, 0.00405003306201355, 2.461702766266, 450.003673557061
0.046, -0.00142547644278787, -0.000668536301269466, 3.19113104057731e-08, 0.00414003191131041, 2.48411857373767, 460.003545701157
0.047, -0.00142481175355848, -0.000660886276855274, 3.08259500659755e-08, 0.00423003082595007, 2.506274881384, 470.003425105563
0.048, -0.00142415458448413, -0.000653493541914158, 2.98008462585805e-08, 0.00432002980084626, 2.52818051719566, 480.00331120514
0.049, -0.00142350468543286, -0.000646343967907683, 2.88314125369143e-08, 0.00441002883141254, 2.54984381890467, 490.003203490282
0.05, -0.00142286181986024, -0.000639424490428648, 2.79134993973196e-08, 0.0045000279134994, 2.57127267132534, 500.003101499933
0.051, -0.00142222576379667, -0.000632723008345082, 2.70433500844727e-08, 0.00459002704335008, 2.592474540111, 510.003004816676
0.052, -0.00142159630492983, -0.000626228294199118, 2.62175514249841e-08, 0.00468002621755142, 2.613456502339, 520.002913061269
0.053, -0.0014209732417715, -0.000619929914704826, 2.54329985873575e-08, 0.00477002543299859, 2.63422527428333, 530.002825888732
0.054, -0.00142035638289953, -0.000613818159991383, 2.4686861686829e-08, 0.00486002468686169, 2.65478723668233, 540.002742984632
0.055, -0.00141974554626675, -0.000607883979919054, 2.39765537831879e-08, 0.00495002397655378, 2.675148457775, 550.002664061531
0.056, -0.00141914055856985, -0.000602118927959916, 2.32997084794254e-08, 0.00504002329970848, 2.69531471433833, 560.002588856498
0.057, -0.00141854125467177, -0.00059651511015161, 2.26541589411211e-08, 0.00513002265415894, 2.715291510941, 570.002517128771
0.058, -0.00141794747707244, -0.000591065139280746, 2.20379139104221e-08, 0.00522002203791391, 2.73508409758533, 580.002448657101
0.059, -0.00141735907542277, -0.000585762094058037, 2.1449141100402e-08, 0.0053100214491411, 2.75469748590767, 590.0023832379
0.06, -0.00141677590607774, -0.000580599481812191, 2.08861554830755e-08, 0.00540002088615548, 2.77413646407533, 600.002320683942
0.061, -0.00141619783168482, -0.000575571204847217, 2.03474020254307e-08, 0.00549002034740203, 2.793405610506, 610.002260822448
0.062, -0.00141562472080434, -0.000570671530278475, 1.98314428620158e-08, 0.00558001983144286, 2.812509306522, 620.002203493651
0.063, -0.00141505644755883, -0.000565895062333063, 1.93369500724183e-08, 0.00567001933695007, 2.831451748039, 630.002148550008
0.064, -0.00141449289130867, -0.000561236717069004, 1.88626915770956e-08, 0.00576001886269158, 2.85023695637767, 640.00209585462
0.065, -0.00141393393635168, -0.000556691699861537, 1.84075267797498e-08, 0.00585001840752678, 2.86886878827733, 650.002045280753
0.066, -0.00141337947164452, -0.000552255484357167, 1.79703955405577e-08, 0.00594001797039554, 2.88735094518267, 660.001996710615
0.067, -0.00141282939054402, -0.000547923793525949, 1.75503115130982e-08, 0.00603001755031151, 2.905686981866, 670.001950034612
0.068, -0.00141228359056665, -0.000543692582380745, 1.71463596298702e-08, 0.00612001714635963, 2.923880314445, 680.00190515107
0.069, -0.00141174197316471, -0.000539558021700964, 1.67576827509938e-08, 0.00621001675768275, 2.941934227843, 690.00186196475
0.07, -0.00141120444351773, -0.000535516483869701, 1.63834854849387e-08, 0.00630001638348548, 2.95985188274233, 700.001820387276
0.071, -0.0014106709103379, -0.000531564529123641, 1.60230218988755e-08, 0.0063900160230219, 2.97763632207, 710.001780335767
0.072, -0.00141014128568838, -0.000527698893291121, 1.56755957060259e-08, 0.00648001567559571, 2.995290477054, 720.001741732857
0.073, -0.00140961548481342, -0.000523916476429959, 1.53405575456164e-08, 0.00657001534055755, 3.012817172886, 730.001704506395
0.074, -0.00140909342597953, -0.000520214332466936, 1.50172957402717e-08, 0.00666001501729574, 3.03021913401567, 740.001668588416
0.075, -0.00140857503032648, -0.000516589659217067, 1.4705239218156e-08, 0.00675001470523922, 3.04749898911733, 750.001633915469
0.076, -0.00140806022172787, -0.000513039789870611, 1.44038511716918e-08, 0.00684001440385117, 3.06465927573767, 760.001600427908
0.077, -0.00140754892666012, -0.000509562184343415, 1.41126271372208e-08, 0.00693001411262714, 3.08170244466267, 770.001568069682
0.078, -0.00140704107407947, -0.000506154421778293, 1.38310932784949e-08, 0.00702001383109328, 3.09863086401767, 780.001536788142
0.079, -0.00140653659530638, -0.000502814193417018, 1.35588039259713e-08, 0.00711001355880393, 3.11544682312067, 790.00150653377
0.08, -0.00140603542391676, -0.000499539296087214, 1.32953397961183e-08, 0.0072000132953398, 3.132152536108, 800.001477259978
0.081, -0.00140553749563953, -0.000496327625958189, 1.30403048758526e-08, 0.00729001304030488, 3.148750145349, 810.001448922764
0.082, -0.00140504274826014, -0.000493177172874486, 1.27933263115165e-08, 0.00738001279332631, 3.165241724662, 820.001421480701
0.083, -0.00140455112152954, -0.000490086015197656, 1.25540523931295e-08, 0.00747001255405239, 3.18162928234866, 830.00139489471
0.084, -0.00140406255707826, -0.000487052314608406, 1.23221504319537e-08, 0.00756001232215043, 3.197914764058, 840.001369127826
0.085, -0.00140357699833529, -0.00048407431167102, 1.20973052313358e-08, 0.00765001209730523, 3.21410005549033, 850.001344145026
0.086, -0.00140309439045144, -0.000481150321573976, 1.18792209220439e-08, 0.00774001187922092, 3.230186984952, 860.001319913436
0.087, -0.00140261468022675, -0.000478278730000039, 1.16676152645684e-08, 0.00783001166761526, 3.246177325775, 870.001296401696
0.088, -0.00140213781604188, -0.000475457989402326, 1.14622215052762e-08, 0.00792001146222151, 3.262072798604, 880.001273580168
0.089, -0.0014016637477931, -0.000472686615445924, 1.12627889636147e-08, 0.00801001126278896, 3.27787507356333, 890.001251420996
0.09, -0.00140119242683072, -0.000469963184048482, 1.10690758867854e-08, 0.00810001106907589, 3.29358577230934, 900.001229897321
0.091, -0.00140072380590054, -0.000467286327733984, 1.08808574320746e-08, 0.00819001088085743, 3.309206469982, 910.001208984159
0.092, -0.00140025783908857, -0.000464654733156638, 1.06979143755376e-08, 0.00828001069791437, 3.32473869704767, 920.001188657152
0.093, -0.00139979448176825, -0.000462067138231326, 1.05200451353676e-08, 0.00837001052004513, 3.34018394105833, 930.001168893903
0.094, -0.00139933369055053, -0.000459522329648577, 1.03470540295525e-08, 0.00846001034705403, 3.35554364831567, 940.00114967267
0.095, -0.0013988754232363, -0.000457019140490977, 1.01787556317651e-08, 0.00855001017875563, 3.37081922545667, 950.001130972848
0.096, -0.00139841963877118, -0.000454556447843433, 1.00149715291653e-08, 0.00864001001497153, 3.38601204096067, 960.001112774614
0.097, -0.00139796629720249, -0.0004521331708828, 9.85553630546143e-09, 0.0087300098555363, 3.40112342658366, 970.001095059589
0.098, -0.00139751535963828, -0.000449748268674399, 9.70028929750399e-09, 0.0088200097002893, 3.416154678724, 980.001077809922
0.099, -0.00139706678820829, -0.000447400738362272, 9.54907785483128e-09, 0.00891000954907785, 3.43110705972367, 990.00106100865
0.1, -0.00139662054602676, -0.000445089613554649, 9.40175698578571e-09, 0.00900000940175699, 3.445981799108, 1000.00104463967
0.101, -0.00139651408101884, -6.64788861291615e-05, 1.69339969571108e-07, 0.00900016933996957, 3.44953063270533, 1000.01881555217
0.102, -0.00139646516571974, -3.46192566885073e-05, 9.34227183946312e-08, 0.00900009342271839, 3.45116114267534, 1000.01038030204
0.103, -0.001396439817167, -1.78907303810903e-05, 4.85310950384954e-08, 0.00900004853109504, 3.45200609443333, 1000.00539234389
0.104, -0.00139642673383288, -9.22248948191547e-06, 2.50842552770858e-08, 0.00900002508425528, 3.45244220557067, 1000.00278713948
0.105, -0.00139641999387277, -4.74794661372536e-06, 1.29317103622628e-08, 0.00900001293171036, 3.45266687090767, 1000.00143685671
0.106, -0.00139641652514553, -2.4427206876342e-06, 6.65780362091306e-09, 0.00900000665780362, 3.452782495149, 1000.00073975596
0.107, -0.00139641474086309, -1.25629818447093e-06, 3.42537220116013e-09, 0.0090000034253722, 3.45284197123034, 1000.00038059691
0.108, -0.00139641382328257, -6.46003662028576e-07, 1.76169679538818e-09, 0.00900000176169679, 3.45287255724767, 1000.00019574409
0.109, -0.00139641335147302, -3.32152709907493e-07, 9.05890560481959e-10, 0.00900000090589056, 3.45288828423267, 1000.00010065451
0.11, -0.00139641310889055, -1.70773448283426e-07, 4.65778908498304e-10, 0.00900000046577891, 3.452896370315, 1000.00005175321
0.111, -0.00139641298417038, -8.77995912731359e-08, 2.39476435209829e-10, 0.00900000023947643, 3.452900527654, 1000.00002660849
0.112, -0.00139641292004851, -4.51397649814906e-08, 1.23121833908724e-10, 0.00900000012312183, 3.45290266504967, 1000.0000136802
0.113, -0.00139641288708211, -2.32072355322679e-08, 6.32997820826375e-11, 0.00900000006329978, 3.45290376392967, 1000.00000703331
0.114, -0.00139641287013346, -1.19312492543662e-08, 3.25436379233768e-11, 0.00900000003254364, 3.45290432888467, 1000.00000361596
0.115, -0.00139641286141988, -6.13406267286926e-09, 1.67312309840018e-11, 0.00900000001673123, 3.45290461933734, 1000.00000185903
0.116, -0.00139641285694007, -3.15362336007785e-09, 8.60183625717159e-12, 0.00900000000860184, 3.45290476866433, 1000.00000095576
0.117, -0.00139641285463693, -1.6213290969675e-09, 4.42236525177719e-12, 0.00900000000442236, 3.45290484543566, 1000.00000049137
0.118, -0.00139641285345285, -8.33552464367568e-10, 2.27362746685333e-12, 0.00900000000227363, 3.452904884905, 1000.00000025263
0.119, -0.00139641285284408, -4.2854082840679e-10, 1.16899372126777e-12, 0.00900000000116899, 3.45290490519734, 1000.00000012989
0.12, -0.00139641285253111, -2.20316903667018e-10, 6.00904742631414e-13, 0.0090000000006009, 3.45290491562967, 1000.00000006677
0.121, -0.00139641285237021, -1.13268662316648e-10, 3.08978537200133e-13, 0.00900000000030898, 3.452904920993, 1000.00000003433
0.122, -0.00139641285228749, -5.82318199399227e-11, 1.58820873119581e-13, 0.00900000000015882, 3.45290492375033, 1000.00000001765
0.123, -0.00139641285224496, -2.99383359363044e-11, 8.1748843805407e-14, 0.00900000000008175, 3.452904925168, 1000.00000000908
0.124, -0.0013964128522231, -1.53925029318777e-11, 4.19733692247348e-14, 0.00900000000004197, 3.45290492589667, 1000.00000000466
0.125, -0.00139641285221186, -7.91315111228388e-12, 2.14064876935538e-14, 0.00900000000002141, 3.45290492627133, 1000.00000000238
0.126, -0.00139641285220608, -4.0727212487246e-12, 1.13051928929409e-14, 0.0090000000000113, 3.452904926464, 1000.00000000126
0.127, -0.00139641285220309, -2.08056651386337e-12, 5.56846235788555e-15, 0.00900000000000557, 3.45290492656367, 1000.00000000062
0.128, -0.00139641285220162, -1.09068635787957e-12, 2.29156971176536e-15, 0.00900000000000229, 3.45290492661267, 1000.00000000025
0.129, -0.00139641285220076, -5.44244739468199e-13, 2.2360585605341e-15, 0.00900000000000224, 3.45290492664134, 1000.00000000025
0.13, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.131, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.132, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.133, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.134, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.135, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.136, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.137, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.138, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.139, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.14, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.141, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.142, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.143, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.144, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.145, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.146, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.147, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.148, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.149, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.15, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.151, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.152, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.153, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.154, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.155, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.156, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.157, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.158, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.159, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.16, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.161, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.162, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.163, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.164, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.165, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.166, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.167, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.168, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.169, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.17, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.171, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.172, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.173, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.174, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.175, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.176, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.177, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.178, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.179, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.18, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.181, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.182, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.183, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.184, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.185, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.186, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.187, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.188, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.189, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.19, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.191, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.192, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.193, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.194, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.195, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.196, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.197, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.198, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.199, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.2, -0.00139641285220058, -3.8846978771113e-13, 0, 0.009, 3.45290492664734, 1000
0.201, -0.00139653660737953, 0.000121396672933897, 4.85398292462969e-08, 0.00891094853982925, 3.44877975401567, 990.105393314361
0.202, -0.00139666451873446, 0.00012772932191198, 4.89371279437101e-09, 0.0088218048937128, 3.44451604218467, 980.200543745867
0.203, -0.00139679258423412, 0.000128053259421965, 3.67424323605148e-10, 0.00873270036742432, 3.440247192196, 970.300040824924
0.204, -0.00139692065451197, 0.000128069518463091, 2.43679781214423e-11, 0.00864360002436798, 3.43597818293433, 960.400002707553
0.205, -0.00139704872487828, 0.000128070324400965, 1.52887251470002e-12, 0.00855450000152887, 3.431709170724, 950.500000169875
0.206, -0.00139717679524697, 0.00012807036927124, 1.12276507535647e-13, 0.00846540000011228, 3.42744015843433, 940.600000012475
0.207, -0.00139730486562143, 0.000128070377598528, 3.74127812063918e-14, 0.00837630000003741, 3.42317114595233, 930.700000004157
0.208, -0.00139743293600229, 0.000128070384053923, 2.34985642055818e-14, 0.0082872000000235, 3.418902133257, 920.800000002611
0.209, -0.00139756100638954, 0.000128070390437595, 2.64319816034586e-14, 0.00819810000002643, 3.41463312034867, 910.900000002937
0.21, -0.0013976890767832, 0.000128070396880605, 2.71657696337968e-14, 0.00810900000002717, 3.41036410722667, 901.000000003019
0.211, -0.00139781714718326, 0.000128070403245007, 2.28827373716101e-14, 0.00801990000002288, 3.40609509389134, 891.100000002542
0.212, -0.0013979452175897, 0.000128070409616222, 2.89299834088652e-14, 0.00793080000002893, 3.40182608034333, 881.200000003214
0.213, -0.00139807328800254, 0.000128070416042823, 2.52159404467989e-14, 0.00784170000002522, 3.397557066582, 871.300000002802
0.214, -0.00139820135842176, 0.000128070422391643, 2.38498457094671e-14, 0.00775260000002385, 3.393288052608, 861.40000000265
0.215, -0.00139832942884734, 0.000128070428761134, 3.07609840377587e-14, 0.00766350000003076, 3.389019038422, 851.500000003418
0.216, -0.0013984574992793, 0.000128070435151611, 2.39131631163403e-14, 0.00757440000002392, 3.38475002402333, 841.600000002658
0.217, -0.00139858556971761, 0.000128070441477156, 2.33276939431981e-14, 0.00748530000002333, 3.380481009413, 831.700000002592
0.218, -0.00139871364016227, 0.000128070447826779, 3.02318933775858e-14, 0.00739620000003023, 3.376211994591, 821.800000003359
0.219, -0.00139884171061329, 0.000128070454209397, 2.47770554073767e-14, 0.00730710000002478, 3.371942979557, 811.900000002753
0.22, -0.00139896978107066, 0.000128070460509873, 2.28020727299771e-14, 0.0072180000000228, 3.36767396431133, 802.000000002533
0.221, -0.00139909785153434, 0.000128070466837574, 2.79949674553137e-14, 0.007128900000028, 3.36340494885533, 792.100000003111
0.222, -0.00139922592200436, 0.000128070473207929, 2.69411229436578e-14, 0.00703980000002694, 3.359135933188, 782.200000002993
0.223, -0.00139935399248071, 0.000128070479503315, 2.27699803456716e-14, 0.00695070000002277, 3.35486691730967, 772.30000000253
0.224, -0.00139948206296336, 0.000128070485782433, 2.46287365501807e-14, 0.00686160000002463, 3.35059790122133, 762.400000002737
0.225, -0.00139961013345231, 0.000128070492111896, 3.16821222035024e-14, 0.00677250000003168, 3.346328884923, 752.50000000352
0.226, -0.00139973820394759, 0.000128070498431751, 2.50433354609392e-14, 0.00668340000002505, 3.34205986841367, 742.600000002783
0.227, -0.00139986627444915, 0.000128070504702476, 2.21949195133853e-14, 0.0065943000000222, 3.337790851695, 732.700000002467
0.228, -0.001399994344957, 0.000128070510968419, 2.52844620241e-14, 0.00650520000002529, 3.33352183476667, 722.80000000281
0.229, -0.00140012241547112, 0.000128070517259786, 3.12727274631719e-14, 0.00641610000003127, 3.32925281762934, 712.900000003474
0.23, -0.00140025048599153, 0.000128070523558605, 2.56131921227976e-14, 0.00632700000002562, 3.32498380028233, 703.000000002847
0.231, -0.00140037855651821, 0.000128070529805736, 2.25670176989823e-14, 0.00623790000002257, 3.32071478272633, 693.100000002508
0.232, -0.00140050662705114, 0.000128070536038661, 2.31524868721245e-14, 0.00614880000002315, 3.316445764962, 683.200000002572
0.233, -0.00140063469759032, 0.00012807054228771, 2.72950065327571e-14, 0.0060597000000273, 3.31217674698934, 673.300000003033
0.234, -0.00140076276813575, 0.000128070548555205, 3.1336912231783e-14, 0.00597060000003134, 3.30790772880834, 663.400000003482
0.235, -0.00140089083868744, 0.000128070554816297, 2.44301107121814e-14, 0.00588150000002443, 3.30363871041867, 653.500000002714
0.236, -0.00140101890924535, 0.000128070561034277, 2.2062213167473e-14, 0.00579240000002206, 3.29936969182167, 643.600000002451
0.237, -0.00140114697980949, 0.00012807056722757, 2.24950266747292e-14, 0.0057033000000225, 3.295100673017, 633.7000000025
0.238, -0.00140127505037984, 0.000128070573439868, 2.52966050884318e-14, 0.0056142000000253, 3.29083165400533, 623.800000002811
