time, velx, angvely, angvelz, posx, posy, posz, torqx, torqy, torqz
1e-05, 3.98257192846609, 5055.27628109193, 0, 4.61006105246729e-05, 0, 0.00399995367738781, 0, 3.41425500299885e-05, 0
2e-05, 3.5738517070218, 5972.33827137376, 0, 8.2171024139197e-05, 0, 0.00399925748210618, 0, -2.85063463513581e-05, 0
3e-05, 4.05798674073536, -888.396416566871, 0, 0.000120981523936986, 0, 0.00399790213041503, 0, -2.47025623388668e-05, 0
4e-05, 3.25138256862865, -744.093237851993, 0, 0.000158257175138117, 0, 0.00399625257997031, 0, 1.92872895460237e-05, 0
5e-05, 2.78836099809895, 2265.33491367518, 0, 0.000187532398500946, 0, 0.00399450124638659, 0, 5.24108011462853e-06, 0
6e-05, 2.69913451461336, 1241.39154112206, 0, 0.00021515970582346, 0, 0.0039933853310406, 0, -1.23341508352058e-05, 0
7e-05, 2.55924949392808, -1131.04400651607, 0, 0.000241184904051383, 0, 0.00399070653950535, 0, -8.93996543999204e-06, 0
8e-05, 2.57438552781338, -689.16301225246, 0, 0.000267161346323703, 0, 0.00398851235127051, 0, 1.52209595758394e-05, 0
9e-05, 1.84389406533396, 2724.24659972305, 0, 0.000289639854727091, 0, 0.00398798367234043, 0, 9.66153720505142e-06, 0
0.0001, 1.72394668774602, 308.897772149255, 0, 0.000306514770543403, 0, 0.00399040441874032, 0, -3.16478951358757e-05, 0
0.00011, 2.10643417055996, -4509.89956631598, 0, 0.000326204215163889, 0, 0.00399133467237456, 0, -5.26451859501725e-06, 0
0.00012, 1.43304925982114, -1092.66222563516, 0, 0.000344529870745428, 0, 0.00399078901777606, 0, 2.94428318266713e-05, 0
0.00013, 1.23224767211825, 1413.14112886584, 0, 0.00035666622904315, 0, 0.00398959602631888, 0, -9.72269332272191e-06, 0
0.00014, 2.01376147055331, -2524.91884875387, 0, 0.000372706609460355, 0, 0.00398701097140075, 0, -1.78221733016184e-05, 0
0.00015, 2.2700359512426, -1706.59589857813, 0, 0.000394817268407388, 0, 0.00398482180361468, 0, 2.65865747582887e-05, 0
0.00016, 2.07035748913327, 4260.23119940776, 0, 0.000416520289583315, 0, 0.00398008241105416, 0, 2.30908664129249e-05, 0
0.00017, 2.3473869943533, 4163.37123989418, 0, 0.000438006889355296, 0, 0.0039768990950437, 0, -2.26197369644571e-05, 0
0.00018, 2.99996879583193, -433.167052270158, 0, 0.000464931389219078, 0, 0.00397699668792624, 0, -1.19440378069491e-05, 0
0.00019, 2.63362258781442, 1759.94831340101, 0, 0.00049422040700791, 0, 0.00397587428966913, 0, 2.83093493238986e-05, 0
0.0002, 1.93474510536902, 5119.29160660255, 0, 0.000516316694568996, 0, 0.00397333477144238, 0, -4.59803771936312e-06, 0
0.00021, 2.34665787432589, 582.114218565172, 0, 0.000537202058704125, 0, 0.00397025184561868, 0, -2.93555361590232e-05, 0
0.00022, 2.18186560223843, -1103.89727658501, 0, 0.000560999930971744, 0, 0.0039632320040389, 0, 1.50949719761475e-05, 0
0.00023, 1.45952283138468, 3238.30867794079, 0, 0.000578752461145974, 0, 0.00395518862411723, 0, 1.76402168765673e-05, 0
0.00024, 1.34606771748783, 3274.68302781683, 0, 0.000592392799124556, 0, 0.00394790175541341, 0, -1.450931618141e-05, 0
0.00025, 1.39832301506504, 213.362423661437, 0, 0.000606066583694402, 0, 0.00394128405570588, 0, -1.1703083458267e-05, 0
0.00026, 1.00363342621211, -290.545287040064, 0, 0.000618629836914579, 0, 0.00394503059367072, 0, 6.16036168093584e-06, 0
0.00027, 0.232063090171031, 1725.8262216399, 0, 0.000625159884701996, 0, 0.00394523366094344, 0, 9.75483650025415e-06, 0
0.00028, -0.439046388410655, 834.095803094496, 0, 0.000624092241980636, 0, 0.00394833174822575, 0, -2.28661507286028e-05, 0
0.00029, -0.410930558429266, -4807.48085650124, 0, 0.000619167965945696, 0, 0.00395007853755498, 0, -2.20929478280372e-05, 0
0.0003, -0.821047368467153, -3666.46650739944, 0, 0.000614242593683042, 0, 0.00394957936539922, 0, 3.15423062797235e-05, 0
0.00031, -1.84245102251794, 1385.02128183143, 0, 0.00060018911720693, 0, 0.00395064898795592, 0, 3.77109715254677e-06, 0
0.00032, -1.12925999986314, -3106.49644379756, 0, 0.000584773063909138, 0, 0.00395695118880798, 0, -3.52397311690505e-05, 0
0.00033, -0.682120466431339, -4944.94313436942, 0, 0.000576996108917803, 0, 0.00396205453647411, 0, 2.33895082330203e-05, 0
0.00034, -1.56934444291354, 1762.33699583551, 0, 0.000565620013625636, 0, 0.0039701574048574, 0, 2.65946445023304e-05, 0
0.00035, -1.28224831781423, 1195.4383057176, 0, 0.000550174097224748, 0, 0.00397322777801367, 0, -2.67162268843969e-05, 0
0.00036, -0.718775192192949, -2937.2926666236, 0, 0.000540832084268193, 0, 0.00397207433524285, 0, -4.81202025115615e-06, 0
0.00037, -1.13707413082785, -600.322640654102, 0, 0.000531779118243148, 0, 0.00397368258192308, 0, 2.02814684958812e-05, 0
0.00038, -1.2058093191457, 1628.87359480969, 0, 0.000519557344731595, 0, 0.00397354162842381, 0, 8.88546234116287e-09, 0
0.00039, -0.885089406593612, 82.9347939344647, 0, 0.000508937438632294, 0, 0.00397472866434506, 0, -1.23070910628263e-05, 0
0.0004, -0.777908432124953, -1506.6734118713, 0, 0.000500549084915296, 0, 0.00397748895359631, 0, -7.46878808896831e-08, 0
0.00041, -0.648869404772803, 1008.45502687483, 0, 0.000493371415085955, 0, 0.00397383144558457, 0, 2.42984221581442e-05, 0
0.00042, -1.13055674828393, 4709.98973786365, 0, 0.000484478666219327, 0, 0.00397496869935958, 0, 4.24815940882418e-06, 0
0.00043, -1.00054029593511, 1487.3350947939, 0, 0.000473104389755706, 0, 0.00397534782674551, 0, -3.01058398533326e-05, 0
0.00044, -0.817655797505803, -1725.83386458091, 0, 0.000464474906899011, 0, 0.0039741593971393, 0, 5.90537820107941e-06, 0
0.00045, -1.96713336493334, 2263.32390638238, 0, 0.000451191392482478, 0, 0.00397629369454235, 0, 2.08225610211106e-05, 0
0.00046, -2.57689338049944, 1476.42281520593, 0, 0.000427218544591317, 0, 0.003975112480591, 0, -2.98385924375839e-05, 0
