time, angvelx, angvely, angvelz, posx, posy, posz, torqx, torqy, torqz
0.00045, 0, 1.68105955327871, 0, 0.000452403346821708, 0, 4.00001184667525, 0, 20780909224263.2, 0
0.00046, 0, 1.08213262578068, 0, 0.00042761566554951, 0, 4.0000058767777, 0, -28691709017860, 0
0.00047, 0, -5.03917073517566, 0, 0.000402691995667833, 0, 4.00000877614625, 0, -19201142238432.9, 0
0.00048, 0, -3.46690182491617, 0, 0.00037703556300045, 0, 4.0000144543547, 0, 29712449721689, 0
0.00049, 0, 1.16136330747291, 0, 0.000343373620984924, 0, 4.00001660274897, 0, 6416173669479.51, 0
0.0005, 0, -1.70477052009268, 0, 0.000307491815443724, 0, 4.00001732980914, 0, -27457732440299.7, 0
0.00051, 0, -4.76055475409837, 0, 0.000274722590497747, 0, 4.00001609871348, 0, 3292625120064.82, 0
0.00052, 0, -1.2612017006727, 0, 0.000239385330654747, 0, 4.0000113604623, 0, 22658042749058.6, 0
0.00053, 0, -0.221066147165776, 0, 0.000198311322957298, 0, 4.00000817698397, 0, -16031524611420.5, 0
0.00054, 0, -5.11760799127939, 0, 0.000158333185985598, 0, 4.00001194281287, 0, -22584537661740.8, 0
0.00055, 0, -5.35267486360906, 0, 0.000122059030445631, 0, 4.00001485315901, 0, 20229828113207.8, 0
0.00056, 0, -0.596232963998711, 0, 8.41942999547252e-05, 0, 4.00001504091629, 0, 18450063873702.9, 0
0.00057, 0, -0.212953833980964, 0, 4.77371210689886e-05, 0, 4.00002055141221, 0, -11282165483981.8, 0
0.00058, 0, -2.11286117282097, 0, 1.83963034956411e-05, 0, 4.00001880062018, 0, -1725744826466.28, 0
0.00059, 0, 0.00785510995503521, 0, -6.39033045555143e-06, 0, 4.00001049572403, 0, 21332496909425.1, 0
0.0006, 0, 3.72154185283482, 0, -3.03518775756482e-05, 0, 4.00000568218838, 0, 9823241231908.97, 0
0.00061, 0, 1.91450688744431, 0, -5.48650763113807e-05, 0, 4.00000946912686, 0, -26922111981503.3, 0
0.00062, 0, -2.80081867407798, 0, -7.60115242279919e-05, 0, 4.00001540455113, 0, -9157059514136.08, 0
0.00063, 0, 0.249237246804367, 0, -9.55463048620492e-05, 0, 4.00002223265631, 0, 32136151746967.3, 0
0.00064, 0, 3.18765829189376, 0, -0.000122824172878661, 0, 4.00002263692701, 0, -13388473268835.3, 0
0.00065, 0, -2.84914264739374, 0, -0.000149009150592, 0, 4.00002312197526, 0, -30036895141758, 0
0.00066, 0, -2.38547826058186, 0, -0.000168822660882777, 0, 4.00001753599266, 0, 33861305065802.5, 0
0.00067, 0, 3.72561363823479, 0, -0.000196463021418391, 0, 4.00001238227085, 0, 10714596453232.3, 0
0.00068, 0, 0.176832677408329, 0, -0.000226912018667833, 0, 4.00000730186185, 0, -35079318402279.5, 0
0.00069, 0, -3.80625837139911, 0, -0.000253031529864452, 0, 4.0000158747708, 0, 61090637488.5234, 0
0.0007, 0, -1.77601470170369, 0, -0.000285092034073372, 0, 4.00001980855408, 0, 10960909994224.2, 0
0.00071, 0, -1.59566978618616, 0, -0.000321377021233722, 0, 4.00003018552507, 0, -8127248577749.89, 0
0.00072, 0, -3.94170041301154, 0, -0.000358062995464517, 0, 4.000030576455, 0, -14523717496019.1, 0
0.00073, 0, -5.89335223131615, 0, -0.000394172108655957, 0, 4.00002191028248, 0, -141208394098.521, 0
0.00074, 0, -2.62472534540648, 0, -0.000425831262957984, 0, 4.0000172098611, 0, 30471313914456.1, 0
0.00075, 0, 1.33153917722555, 0, -0.000458560161391078, 0, 4.00001233270483, 0, -735949034699.384, 0
0.00076, 0, -2.57536307318758, 0, -0.000487148452162609, 0, 4.00001957622216, 0, -25609625439726.7, 0
0.00077, 0, -2.75478927795373, 0, -0.000504896329365256, 0, 4.00002133170791, 0, 27097632914468.8, 0
0.00078, 0, 3.12776834493075, 0, -0.000524461752102718, 0, 4.00003144280473, 0, 15919334330905, 0
0.00079, 0, 0.553455402737683, 0, -0.000543898902227247, 0, 4.00002869867581, 0, -34000772409508.6, 0
0.0008, 0, -3.77683166690386, 0, -0.000553801692473335, 0, 4.00002875140063, 0, 482423097133.796, 0
0.00081, 0, 0.324831250688072, 0, -0.000561593834509727, 0, 4.0000292954991, 0, 30998747123020.5, 0
0.00082, 0, 3.65487991003391, 0, -0.000569807637154617, 0, 4.00002029191733, 0, -1705088613931.24, 0
0.00083, 0, 0.795811598384732, 0, -0.000573099578866709, 0, 4.00001830897231, 0, -18986633891386.3, 0
0.00084, 0, -0.097023695428591, 0, -0.000569998981604756, 0, 4.00001164461013, 0, 13868213819242.2, 0
0.00085, 0, 4.28888605965136, 0, -0.000566564196157108, 0, 4.00002333358592, 0, 20147662890019.9, 0
0.00086, 0, 3.83835879797129, 0, -0.000567477145026571, 0, 4.00002949164146, 0, -25787047174460.7, 0
0.00087, 0, -1.89020056150719, 0, -0.000566127227107552, 0, 4.00004338922518, 0, -20300773343438, 0
0.00088, 0, -1.60577971359154, 0, -0.00056477817847768, 0, 4.00004216869633, 0, 17954567455811.2, 0
0.00089, 0, 0.906724003193764, 0, -0.000570428239449867, 0, 4.00002936297666, 0, 135157227747.104, 0
0.0009, 0, -1.51163261262345, 0, -0.000576769871309847, 0, 4.00001966792572, 0, -18911004945908.6, 0
0.00091, 0, -3.74793992167666, 0, -0.000580887573878644, 0, 4.00001240819255, 0, -347617403941.271, 0
0.00092, 0, -1.3543510815931, 0, -0.000583848623036953, 0, 4.00002629226905, 0, 22541031215471, 0
0.00093, 0, 2.18686252842012, 0, -0.000587167386932018, 0, 4.00003379835256, 0, 5152602450458.84, 0
0.00094, 0, -0.963111717977093, 0, -0.000591311923272059, 0, 4.00003626180063, 0, -31857084357307.4, 0
0.00095, 0, -4.54257189021063, 0, -0.000588245605771645, 0, 4.00004618947024, 0, 7065327728796.08, 0
0.00096, 0, 0.781733586764755, 0, -0.000584165563075062, 0, 4.00004305776162, 0, 31015246187775.7, 0
0.00097, 0, 1.03759652813042, 0, -0.000585228578504411, 0, 4.00002654328415, 0, -30138919021343.4, 0
0.00098, 0, -4.7653676189138, 0, -0.000575992220573422, 0, 4.00001330540042, 0, -9419233363852.68, 0
0.00099, 0, -0.246953737971932, 0, -0.000559578317502278, 0, 4.00002886681773, 0, 43610597719380.2, 0
0.001, 0, 4.84100869805081, 0, -0.000545479935106806, 0, 4.00004040614895, 0, -284575782314.301, 0
0.00101, 0, 1.79398437817793, 0, -0.000522662701981844, 0, 4.00004989110675, 0, -17329565533123.2, 0
0.00102, 0, 1.45116609575803, 0, -0.00049247700582144, 0, 4.00005370456486, 0, 12312337773558.9, 0
0.00103, 0, 4.13683609559436, 0, -0.000462263322286804, 0, 4.00003938874124, 0, 10405274423221.1, 0
0.00104, 0, 4.53058435915908, 0, -0.000431152448178724, 0, 4.00003052996824, 0, -7292266490607.29, 0
0.00105, 0, 1.33883250816276, 0, -0.000401072857015963, 0, 4.00001532503497, 0, -22834324341865.1, 0
0.00106, 0, -1.2224135055053, 0, -0.000368814046269046, 0, 4.00003268231665, 0, 4238824357201.41, 0
0.00107, 0, 2.77139657715415, 0, -0.000337034231835619, 0, 4.00003736090253, 0, 26277440950600.8, 0
0.00108, 0, 3.80228030611012, 0, -0.000311417862706159, 0, 4.00003975023487, 0, -20333643572645.7, 0
0.00109, 0, -1.43090546902313, 0, -0.000282259782107311, 0, 4.00003741475263, 0, -17251989667531.1, 0
0.0011, 0, 0.529184664413761, 0, -0.000250422125026284, 0, 4.00003775238576, 0, 31276815600440.1, 0
0.00111, 0, 4.51670419053372, 0, -0.000226747953658567, 0, 4.00002913065788, 0, -3218383321937.11, 0
0.00112, 0, -0.615466073782234, 0, -0.000205175458082802, 0, 4.00001706864054, 0, -37282817403128.2, 0
0.00113, 0, -4.25652758703024, 0, -0.000180722032096655, 0, 4.00003085767053, 0, 5762098435926.76, 0
0.00114, 0, -0.369094653563332, 0, -0.00016026695089543, 0, 4.00003584020115, 0, 22290533178943.2, 0
0.00115, 0, 0.498996247432166, 0, -0.000143983628147614, 0, 4.00004813071182, 0, -14856387192978.4, 0
0.00116, 0, -3.28117998298534, 0, -0.000123528992034396, 0, 4.00004062559619, 0, -12953586219498.8, 0
0.00117, 0, -1.69579855838133, 0, -9.71915237528065e-05, 0, 4.00003453984057, 0, 27846587502929, 0
0.00118, 0, 3.69781402599152, 0, -7.09087042423858e-05, 0, 4.00002280867343, 0, 16752968824955.3, 0
0.00119, 0, 2.84197414004483, 0, -4.28230856240013e-05, 0, 4.00002343582158, 0, -20861699866358, 0
0.0012, 0, -0.392295576883777, 0, -7.91570359441746e-06, 0, 4.00003149926564, 0, -3978047407171, 0
0.00121, 0, 1.76661768879788, 0, 2.89208052160432e-05, 0, 4.00003794383555, 0, 20043101761028.3, 0
0.00122, 0, 4.06500073609552, 0, 6.37180768536081e-05, 0, 4.00004117307513, 0, -1501062907513.4, 0
0.00123, 0, 1.45072006387729, 0, 9.96512073382002e-05, 0, 4.00003792247802, 0, -19680097358844.5, 0
0.00124, 0, -0.437809339460377, 0, 0.000139422739612633, 0, 4.00003308076277, 0, 6013021789505.46, 0
0.00125, 0, 3.63784480833601, 0, 0.000180526587323615, 0, 4.00002193365498, 0, 28869397179439.3, 0
0.00126, 0, 6.35865842168243, 0, 0.000217936384955418, 0, 4.00002310986921, 0, -8380805245068.84, 0
0.00127, 0, 1.5728409499633, 0, 0.000255731015696963, 0, 4.00003621189128, 0, -28166604809588.6, 0
0.00128, 0, 0.613443297158336, 0, 0.000296796741686096, 0, 4.0000511826609, 0, 21119438449542.9, 0
0.00129, 0, 5.31517858411121, 0, 0.000329426443322546, 0, 4.00004689894909, 0, 9792737813068.57, 0
0.0013, 0, 1.25851585831214, 0, 0.000353600008449579, 0, 4.00003097781693, 0, -43594397436682.4, 0
0.00131, 0, -4.48595593739489, 0, 0.000379992362147873, 0, 4.00002778692518, 0, -2229296732997.67, 0
0.00132, 0, -0.372291952287754, 0, 0.000401035463978141, 0, 4.00002088834524, 0, 29370808350114.2, 0
0.00133, 0, 1.33192464794638, 0, 0.00041336805921808, 0, 4.00003532428743, 0, -14270340726479.9, 0
0.00134, 0, -2.44448354480034, 0, 0.000428115300045906, 0, 4.00001758157492, 0, -12916758091541.7, 0
0.00135, 0, -1.76161724889956, 0, 0.000443758097591774, 0, 4.00002714718337, 0, 16173734635739.4, 0
0.00136, 0, 1.22768063223028, 0, 0.000456178964226799, 0, 4.00003294652076, 0, 10200654123736.7, 0
0.00137, 0, 1.30523509425463, 0, 0.000467656869297123, 0, 4.00004880758829, 0, -10018583494047.1, 0
0.00138, 0, -2.02432874128312, 0, 0.000478337392362206, 0, 4.00004522538866, 0, -19413598928640.3, 0
0.00139, 0, -3.01987626200178, 0, 0.000491570958376272, 0, 4.00003626233997, 0, 14590857713038.1, 0
0.0014, 0, 1.84688438857902, 0, 0.000503906905467487, 0, 4.000021105679, 0, 22612579249246.6, 0
0.00141, 0, 1.42383831072389, 0, 0.000512675041233679, 0, 4.00002023634838, 0, -25843408965369.9, 0
0.00142, 0, -2.59224270414443, 0, 0.000529521629284274, 0, 4.00002448430044, 0, 977886769882.789, 0
0.00143, 0, 2.93835716192968, 0, 0.000550351087506782, 0, 4.00003738682857, 0, 42664336833230.1, 0
0.00144, 0, 6.67334468881562, 0, 0.000564931895800647, 0, 4.00004347487463, 0, -12705539337380.1, 0
0.00145, 0, 1.06380965747279, 0, 0.000583064610193866, 0, 4.00003122860382, 0, -28001944009040.5, 0
0.00146, 0, 0.335904036850312, 0, 0.000603753364058949, 0, 4.0000341447457, 0, 18446380607655.4, 0
0.00147, 0, 3.86110175029639, 0, 0.00061605764187078, 0, 4.00002116780852, 0, 6668268635190.08, 0
0.00148, 0, 1.5709722681309, 0, 0.000623297499392371, 0, 4.00002380483594, 0, -25358433238523.4, 0
0.00149, 0, -2.48829455707202, 0, 0.000629372989500416, 0, 4.00002860806757, 0, -9275786193288.32, 0
0.0015, 0, -0.945082068872929, 0, 0.000632591093219579, 0, 4.00003499058697, 0, 21749179037077.7, 0
0.00151, 0, 2.59195929809453, 0, 0.000629684651917496, 0, 4.00003113501917, 0, 5894577631657.31, 0
0.00152, 0, 0.137716563850486, 0, 0.00062200635590424, 0, 4.00003513816976, 0, -25701504915458.3, 0
0.00153, 0, -3.16219600828255, 0, 0.000615117633679034, 0, 4.00002692732691, 0, -397394817300.318, 0
0.00154, 0, -0.472884232459248, 0, 0.000603682433415512, 0, 4.00002435385137, 0, 18596066665531.7, 0
0.00155, 0, 0.165067506689112, 0, 0.000583846314424833, 0, 4.00002980428841, 0, -15449949647409.3, 0
0.00156, 0, -4.46494199769243, 0, 0.000562522246956209, 0, 4.00003238940554, 0, -23008421993058.9, 0
0.00157, 0, -5.61982085646845, 0, 0.000541406777287583, 0, 4.00004143999037, 0, 13246738576296.4, 0
0.00158, 0, -1.09802790633827, 0, 0.000518157571348946, 0, 4.0000341896338, 0, 24462391442510.4, 0
0.00159, 0, 0.25249671865811, 0, 0.000492809624600421, 0, 4.00003004670259, 0, -13528732038103.2, 0
0.0016, 0, -3.54832665344035, 0, 0.000472067679272121, 0, 4.00002080992233, 0, -11751378018929, 0
0.00161, 0, -0.677186330998319, 0, 0.000458206742361315, 0, 4.00002463145469, 0, 37777235668947.3, 0
0.00162, 0, 4.76893709436014, 0, 0.000439756321713394, 0, 4.0000306863503, 0, 2232091702536.7, 0
0.00163, 0, -0.289101465123704, 0, 0.000421171251018365, 0, 4.00002334953719, 0, -38863235313055.2, 0
0.00164, 0, -3.0115379140916, 0, 0.000410475528504771, 0, 4.00002845476292, 0, 17139871287082.9, 0
0.00165, 0, 2.28841862799621, 0, 0.00039432053994113, 0, 4.00001927352316, 0, 20050408570329.6, 0
0.00166, 0, 1.52030917527308, 0, 0.000374452489677641, 0, 4.00001547671226, 0, -21705941217301.7, 0
0.00167, 0, -1.49772144872441, 0, 0.000359628428143896, 0, 4.00002195348942, 0, -2312378414451.62, 0
0.00168, 0, 0.192884726599262, 0, 0.00034293118769732, 0, 4.00003147051227, 0, 14364023949751.8, 0
0.00169, 0, 2.59679057251659, 0, 0.00032442594189545, 0, 4.00003518259591, 0, 9058877238177.86, 0
0.0017, 0, 2.45407662845349, 0, 0.000302804418449658, 0, 4.00002581691481, 0, -14392617977903, 0
0.00171, 0, -2.21060029262228, 0, 0.000277228857183959, 0, 4.00002585480398, 0, -24539091683367.4, 0
0.00172, 0, -2.85537320952923, 0, 0.000251998614100428, 0, 4.00002188760453, 0, 19723489512748.2, 0
0.00173, 0, 0.879953534618071, 0, 0.00021700969036782, 0, 4.00001529299485, 0, 1962317443061.64, 0
0.00174, 0, -4.04615753571989, 0, 0.000175292716780846, 0, 4.00002035640718, 0, -40736761150557.9, 0
0.00175, 0, -7.36092654508895, 0, 0.000139435835525467, 0, 4.000033680107, 0, 16776458713599.1, 0
0.00176, 0, -0.739937854925001, 0, 9.90260277680857e-05, 0, 4.00003363811164, 0, 32112100043566, 0
0.00177, 0, -0.168077265446661, 0, 5.40380178026097e-05, 0, 4.00003336890163, 0, -23725870916697.8, 0
0.00178, 0, -4.66249629191205, 0, 1.62051834285241e-05, 0, 4.00002817565363, 0, -9413100240982.25, 0
0.00179, 0, -2.55019023283222, 0, -1.9720290429461e-05, 0, 4.00002314679847, 0, 24120912231899.9, 0
0.0018, 0, 0.706865574100326, 0, -5.80594216236887e-05, 0, 4.00001869080845, 0, 2860549831483.53, 0
0.00181, 0, -1.68546674451845, 0, -9.5331645554353e-05, 0, 4.00002750262864, 0, -22426516488165.7, 0
0.00182, 0, -4.64082903545485, 0, -0.000127985725967768, 0, 4.00003360772284, 0, -659659228839.117, 0
0.00183, 0, -1.34258004869072, 0, -0.000156950653982966, 0, 4.00003758643482, 0, 28615394031431.7, 0
0.00184, 0, 2.27618326016268, 0, -0.000186647989455548, 0, 4.00004111343579, 0, 1337959214557.54, 0
0.00185, 0, -0.201240621166172, 0, -0.000211546765175584, 0, 4.00003111989325, 0, -17056906301655.5, 0
0.00186, 0, -0.534875081311846, 0, -0.000228852692010766, 0, 4.000024084368, 0, 16279798334824.9, 0
0.00187, 0, 3.69052476813988, 0, -0.000246588030197452, 0, 4.00002040490286, 0, 17362870519439.5, 0
0.00188, 0, 3.4608234434173, 0, -0.000266151225113074, 0, 4.00003061782795, 0, -19799290399429.6, 0
0.00189, 0, -1.48806569064556, 0, -0.000284803913827983, 0, 4.00004300152693, 0, -22389110977323.3, 0
0.0019, 0, -2.29648210855341, 0, -0.000303027743542749, 0, 4.00004306364381, 0, 15120581496863.7, 0
0.00191, 0, 1.54291128097389, 0, -0.000325886931845083, 0, 4.00003578200438, 0, 12392631772820.3, 0
0.00192, 0, -0.590609396152706, 0, -0.000354143439432593, 0, 4.00003973524519, 0, -31294241261665, 0
0.00193, 0, -5.1131794359893, 0, -0.000377652424912992, 0, 4.00002546398281, 0, -811443779648.219, 0
0.00194, 0, -0.264542740619995, 0, -0.000400453927686211, 0, 4.00001456010745, 0, 37157224400703.4, 0
0.00195, 0, 2.26965175805358, 0, -0.000431093266954589, 0, 4.00003202375313, 0, -18758288103991.3, 0
0.00196, 0, -3.96033392492907, 0, -0.000458112432764762, 0, 4.0000488871319, 0, -27393855431717.4, 0
0.00197, 0, -4.03382331361561, 0, -0.000481548011305196, 0, 4.00005100987157, 0, 22358801145291.5, 0
0.00198, 0, -0.45283285192239, 0, -0.000511143286985925, 0, 4.00004429156928, 0, 3676946216554.95, 0
0.00199, 0, -2.78293244540946, 0, -0.000539616479600963, 0, 4.0000411107097, 0, -19565499157196.6, 0
0.002, 0, -4.84408233293884, 0, -0.000562911726640436, 0, 4.00002919534436, 0, 1338032768434.61, 0
0.00201, 0, -2.53628659475982, 0, -0.000582718669318374, 0, 4.00001444118634, 0, 20397201362764.4, 0
0.00202, 0, 1.55752116843751, 0, -0.000597824728229796, 0, 4.00002423865569, 0, 16743110018346.9, 0
0.00203, 0, 1.75864871772715, 0, -0.000609594432700264, 0, 4.00004444179237, 0, -15436967307026.9, 0
0.00204, 0, -1.40465179661044, 0, -0.000613255591739311, 0, 4.00003965882508, 0, -5085686515128.11, 0
0.00205, 0, 1.89335654342154, 0, -0.000610294458122423, 0, 4.00004614498719, 0, 32005166175989.4, 0
0.00206, 0, 4.93273231426102, 0, -0.000611084488325112, 0, 4.00003461872483, 0, -12096850096763.6, 0
0.00207, 0, -1.14249086389576, 0, -0.000608534428894838, 0, 4.00003556760512, 0, -33295283611369.8, 0
0.00208, 0, -1.81833710863028, 0, -0.000598082099197435, 0, 4.00001697859116, 0, 27840863835613.4, 0
0.00209, 0, 4.31026334547993, 0, -0.000591759018966869, 0, 4.00002384892183, 0, 17772093818462.8, 0
0.0021, 0, 2.39648685510439, 0, -0.000586382946815601, 0, 4.00004271058923, 0, -29113549035754.9, 0
0.00211, 0, -1.21555839610844, 0, -0.000573671912597865, 0, 4.00005991716796, 0, 1449626755727.15, 0
0.00212, 0, 2.20759538764774, 0, -0.000561653710209378, 0, 4.00005490059837, 0, 23242090100933.9, 0
0.00213, 0, 3.74662878307496, 0, -0.000554469271772446, 0, 4.00004347844757, 0, -11053637227435.7, 0
0.00214, 0, -0.649925037320574, 0, -0.000547784186044641, 0, 4.00003299561724, 0, -26737214721023.7, 0
0.00215, 0, -3.56481929467745, 0, -0.000541117973102062, 0, 4.00001768652709, 0, 254995545113.216, 0
0.00216, 0, -1.2301586209682, 0, -0.000537167035122517, 0, 4.00003454505233, 0, 17052223796354.9, 0
0.00217, 0, -0.122660555851397, 0, -0.000536941773781483, 0, 4.0000303637484, 0, -9768305233893.81, 0
0.00218, 0, -3.55084613364391, 0, -0.000534493932767161, 0, 4.00004658798166, 0, -15907439291090.2, 0
0.00219, 0, -2.91875673176007, 0, -0.000525903914021393, 0, 4.00004727435889, 0, 23589552104586.3, 0
0.0022, 0, 2.35260826236097, 0, -0.000516941764571647, 0, 4.00004717894475, 0, 19019557606580.3, 0
0.00221, 0, 1.71129991372391, 0, -0.000507175186820719, 0, 4.00004559976262, 0, -22750274656895.1, 0
0.00222, 0, -2.36159208536143, 0, -0.000490020108034657, 0, 4.00004444846816, 0, -8281174633092.14, 0
0.00223, 0, 0.0208318510593643, 0, -0.000468643149074786, 0, 4.00003095760571, 0, 27071783852326, 0
0.00224, 0, 3.55775699621919, 0, -0.000449028057501644, 0, 4.00001625013826, 0, -255625061403.229, 0
0.00225, 0, -0.156837386561306, 0, -0.000426468251976409, 0, 4.00002531120251, 0, -27806878408941, 0
0.00226, 0, -1.77542074159641, 0, -0.000394770135265805, 0, 4.00004989148781, 0, 18748859510932.5, 0
0.00227, 0, 4.76748017094606, 0, -0.00036101730671803, 0, 4.00006185483283, 0, 33142254785528.6, 0
0.00228, 0, 5.85513274706813, 0, -0.000328896602182419, 0, 4.00005485918904, 0, -22279624052640, 0
0.00229, 0, 1.00806066208663, 0, -0.000289147014876703, 0, 4.00003989507595, 0, -12280110284218.7, 0
0.0023, 0, 3.06593356755451, 0, -0.000246687932179084, 0, 4.00002682461144, 0, 24788442045366.4, 0
0.00231, 0, 5.40279674386556, 0, -0.000211232520115695, 0, 4.00001177734466, 0, -8005122407173.81, 0
0.00232, 0, 1.29399593791421, 0, -0.00017663716402629, 0, 4.00001987951993, 0, -24978155403784.2, 0
0.00233, 0, -1.41455589426145, 0, -0.000142637664976431, 0, 4.00003497823614, 0, -1961646253306.96, 0
0.00234, 0, -0.121314808753151, 0, -0.00011261768095476, 0, 4.00004940252239, 0, 12974378699396.3, 0
0.00235, 0, 2.1527281369059, 0, -8.51399157817542e-05, 0, 4.00006038786855, 0, 5150860839587.14, 0
0.00236, 0, 0.227535487959315, 0, -6.09846984008569e-05, 0, 4.0000546545722, 0, -23141530253822.9, 0
0.00237, 0, -2.74828440160152, 0, -3.36809072743358e-05, 0, 4.00003458003436, 0, 4176940414989.98, 0
0.00238, 0, 2.04115044818957, 0, -6.12407434398181e-06, 0, 4.00001869979449, 0, 31691926392975.8, 0
0.00239, 0, 2.83083841621704, 0, 1.27214481547723e-05, 0, 4.00001849902727, 0, -29622180076493.3, 0
0.0024, 0, -4.48349375113181, 0, 3.55015179616099e-05, 0, 4.00003629920239, 0, -24414260530793.8, 0
0.00241, 0, -2.39205396744477, 0, 6.22908605237389e-05, 0, 4.0000418572147, 0, 37299997995651.7, 0
0.00242, 0, 2.50206095620067, 0, 8.12319376872549e-05, 0, 4.00004479648269, 0, -158771046403.643, 0
0.00243, 0, -1.24613746820817, 0, 0.000104246568096781, 0, 4.00005368164045, 0, -23087937705747.6, 0
0.00244, 0, -1.58356217812565, 0, 0.000135565337045753, 0, 4.00004007701221, 0, 20565366656098.7, 0
